"","siteID","sampleDate","year","month","day","meanT","minT","maxT"
"1107","AnchorM","2010-09-14","2010","09","14",9.70311458333333,8.593,11.248
"1108","AnchorM","2010-09-15","2010","09","15",8.97183333333333,7.041,10.492
"1109","AnchorM","2010-09-16","2010","09","16",7.90415625,5.847,10.443
"1110","AnchorM","2010-09-17","2010","09","17",8.08826041666667,6.94,10.271
"1111","AnchorM","2010-09-18","2010","09","18",8.94307291666667,7.77,10.467
"1112","AnchorM","2010-09-19","2010","09","19",8.01238541666667,6.306,10.59
"1113","AnchorM","2010-09-20","2010","09","20",7.5278125,7.015,8.095
"1114","AnchorM","2010-09-21","2010","09","21",7.89519791666667,7.242,9.435
"1115","AnchorM","2010-09-22","2010","09","22",8.66736458333333,7.695,9.928
"1116","AnchorM","2010-09-23","2010","09","23",8.31375,7.393,9.632
"1117","AnchorM","2010-09-24","2010","09","24",6.77690625,4.792,9.361
"1118","AnchorM","2010-09-25","2010","09","25",5.38594791666667,4.246,7.066
"1119","AnchorM","2010-09-26","2010","09","26",4.72819791666667,2.744,7.192
"1120","AnchorM","2010-09-27","2010","09","27",3.37760416666667,1.453,5.796
"1121","AnchorM","2010-09-28","2010","09","28",2.67313541666667,1.588,4.558
"1122","AnchorM","2010-09-29","2010","09","29",3.81301041666667,3.459,4.818
"1123","AnchorM","2010-09-30","2010","09","30",5.24002083333333,4.818,6.788
"1124","AnchorM","2011-05-01","2011","05","01",1.58677083333333,0.52,2.61
"1125","AnchorM","2011-05-02","2011","05","02",2.0109375,0.52,4.08
"1126","AnchorM","2011-05-03","2011","05","03",3.05302083333333,1.72,4.96
"1127","AnchorM","2011-05-04","2011","05","04",2.70510416666667,1.72,4.96
"1128","AnchorM","2011-05-05","2011","05","05",3.27270833333333,1.12,5.54
"1129","AnchorM","2011-05-06","2011","05","06",3.5,1.12,5.54
"1130","AnchorM","2011-05-07","2011","05","07",4.0659375,2.02,6.41
"1131","AnchorM","2011-05-08","2011","05","08",3.85291666666667,2.61,5.25
"1132","AnchorM","2011-05-09","2011","05","09",3.18197916666667,2.32,4.08
"1133","AnchorM","2011-05-10","2011","05","10",3.41416666666667,1.72,5.54
"1134","AnchorM","2011-05-11","2011","05","11",4.47541666666667,2.32,6.41
"1135","AnchorM","2011-05-12","2011","05","12",4.71354166666667,2.32,6.98
"1136","AnchorM","2011-05-13","2011","05","13",5.465,2.61,7.86
"1137","AnchorM","2011-05-14","2011","05","14",5.509375,3.49,8.14
"1138","AnchorM","2011-05-15","2011","05","15",3.77708333333333,2.91,4.67
"1139","AnchorM","2011-05-16","2011","05","16",4.43385416666667,3.49,5.25
"1140","AnchorM","2011-05-17","2011","05","17",4.49322916666667,3.49,7.57
"1141","AnchorM","2011-05-18","2011","05","18",6.69916666666667,5.25,8.14
"1142","AnchorM","2011-05-19","2011","05","19",5.8421875,4.67,7.27
"1143","AnchorM","2011-05-20","2011","05","20",5.8125,4.37,8.72
"1144","AnchorM","2011-05-21","2011","05","21",7.06958333333333,5.25,8.72
"1145","AnchorM","2011-05-22","2011","05","22",7.34052083333333,5.54,9.3
"1146","AnchorM","2011-05-23","2011","05","23",7.95197916666667,6.41,10.16
"1147","AnchorM","2011-05-24","2011","05","24",7.11770833333333,4.96,9.88
"1148","AnchorM","2011-05-25","2011","05","25",8.34927083333333,6.12,11.03
"1149","AnchorM","2011-05-26","2011","05","26",8.40151546391753,6.408,10.932
"1150","AnchorM","2011-05-27","2011","05","27",8.01092708333333,6.712,11.297
"1151","AnchorM","2011-05-28","2011","05","28",9.72817708333333,8.07,12.485
"1152","AnchorM","2011-05-29","2011","05","29",8.21663541666667,6.914,10.834
"1153","AnchorM","2011-05-30","2011","05","30",10.33675,8.045,14.122
"1154","AnchorM","2011-05-31","2011","05","31",10.9094791666667,8.99,14.649
"1155","AnchorM","2011-06-01","2011","06","01",8.80842708333333,7.92,9.854
"1156","AnchorM","2011-06-02","2011","06","02",9.14846875,7.318,13.449
"1157","AnchorM","2011-06-03","2011","06","03",10.86365625,8.965,14.433
"1158","AnchorM","2011-06-04","2011","06","04",8.85614583333333,7.594,10.59
"1159","AnchorM","2011-06-05","2011","06","05",8.13920833333333,7.015,9.879
"1160","AnchorM","2011-06-06","2011","06","06",8.85532291666667,6.153,11.224
"1161","AnchorM","2011-06-07","2011","06","07",9.42520833333333,7.97,11.467
"1162","AnchorM","2011-06-08","2011","06","08",8.86508333333333,7.619,10.418
"1163","AnchorM","2011-06-09","2011","06","09",8.77269791666667,7.519,10.247
"1164","AnchorM","2011-06-10","2011","06","10",9.34515625,7.82,11.394
"1165","AnchorM","2011-06-11","2011","06","11",8.97038541666667,7.72,10.222
"1166","AnchorM","2011-06-12","2011","06","12",9.58575,8.319,11.029
"1167","AnchorM","2011-06-13","2011","06","13",9.99270833333333,8.891,11.589
"1168","AnchorM","2011-06-14","2011","06","14",10.26371875,8.668,12.727
"1169","AnchorM","2011-06-15","2011","06","15",10.848,9.287,13.546
"1170","AnchorM","2011-06-16","2011","06","16",9.74375,7.87,12.389
"1171","AnchorM","2011-06-17","2011","06","17",9.26061458333333,7.217,12.509
"1172","AnchorM","2011-06-18","2011","06","18",10.6165416666667,8.369,13.064
"1173","AnchorM","2011-06-19","2011","06","19",11.0739791666667,9.287,14.098
"1174","AnchorM","2011-06-20","2011","06","20",11.7316458333333,9.903,14.098
"1175","AnchorM","2011-06-21","2011","06","21",12.2008229166667,10.858,14.314
"1176","AnchorM","2011-06-22","2011","06","22",12.29471875,10.124,15.127
"1177","AnchorM","2011-06-23","2011","06","23",12.5644270833333,9.805,15.891
"1178","AnchorM","2011-06-24","2011","06","24",13.0962708333333,10.883,16.034
"1179","AnchorM","2011-06-25","2011","06","25",13.4683229166667,11.71,16.844
"1180","AnchorM","2011-06-26","2011","06","26",11.800875,10.026,13.281
"1181","AnchorM","2011-06-27","2011","06","27",11.6008020833333,10.394,13.281
"1182","AnchorM","2011-06-28","2011","06","28",10.8496979166667,9.509,13.185
"1183","AnchorM","2011-06-29","2011","06","29",11.94778125,9.509,15.318
"1184","AnchorM","2011-06-30","2011","06","30",13.0463125,10.59,15.676
"1185","AnchorM","2011-07-01","2011","07","01",13.84865625,11.686,16.558
"1186","AnchorM","2011-07-02","2011","07","02",13.4811770833333,12.025,16.201
"1187","AnchorM","2011-07-03","2011","07","03",11.2853541666667,8.866,15.223
"1188","AnchorM","2011-07-04","2011","07","04",13.3981979166667,11.029,16.82
"1189","AnchorM","2011-07-05","2011","07","05",14.1158229166667,10.834,17.534
"1190","AnchorM","2011-07-06","2011","07","06",13.930375,10.907,18.057
"1191","AnchorM","2011-07-07","2011","07","07",12.6666458333333,10.1,15.175
"1192","AnchorM","2011-07-08","2011","07","08",12.1140104166667,10.516,14.553
"1193","AnchorM","2011-07-09","2011","07","09",11.6388541666667,10.222,13.088
"1194","AnchorM","2011-07-10","2011","07","10",11.4494375,10.222,13.185
"1195","AnchorM","2011-07-11","2011","07","11",12.0369583333333,10.638,13.473
"1196","AnchorM","2011-07-12","2011","07","12",12.1795416666667,11.053,15.652
"1197","AnchorM","2011-07-13","2011","07","13",13.2401458333333,10.614,16.439
"1198","AnchorM","2011-07-14","2011","07","14",12.75809375,10.1,16.392
"1199","AnchorM","2011-07-15","2011","07","15",14.0345625,11.224,17.249
"1200","AnchorM","2011-07-16","2011","07","16",14.8422708333333,12.195,17.867
"1201","AnchorM","2011-07-17","2011","07","17",14.2322604166667,12.195,17.867
"1202","AnchorM","2011-07-18","2011","07","18",12.6079166666667,10.345,16.249
"1203","AnchorM","2011-07-19","2011","07","19",13.8981666666667,10.687,17.368
"1204","AnchorM","2011-07-20","2011","07","20",14.1313854166667,10.345,18.176
"1205","AnchorM","2011-07-21","2011","07","21",14.8688020833333,12.823,18.366
"1206","AnchorM","2011-07-22","2011","07","22",14.2218229166667,12.195,18.747
"1207","AnchorM","2011-07-23","2011","07","23",15.6183645833333,13.161,19.627
"1208","AnchorM","2011-07-24","2011","07","24",12.6232395833333,11.565,14.026
"1209","AnchorM","2011-07-25","2011","07","25",12.85290625,11.127,15.915
"1210","AnchorM","2011-07-26","2011","07","26",13.3495416666667,10.565,16.773
"1211","AnchorM","2011-07-27","2011","07","27",12.7573958333333,11.224,15.223
"1212","AnchorM","2011-07-28","2011","07","28",13.1611770833333,10.369,16.63
"1213","AnchorM","2011-07-29","2011","07","29",13.39296875,10.785,17.034
"1214","AnchorM","2011-07-30","2011","07","30",14.9702708333333,12.389,17.843
"1215","AnchorM","2011-07-31","2011","07","31",14.3199375,11.807,17.51
"1216","AnchorM","2011-08-01","2011","08","01",14.2863020833333,12.63,17.439
"1217","AnchorM","2011-08-02","2011","08","02",13.2671354166667,12.195,15.055
"1218","AnchorM","2011-08-03","2011","08","03",11.8270520833333,10.785,13.257
"1219","AnchorM","2011-08-04","2011","08","04",11.5232291666667,10.198,13.618
"1220","AnchorM","2011-08-05","2011","08","05",10.8273229166667,9.435,13.906
"1221","AnchorM","2011-08-06","2011","08","06",11.4478229166667,9.632,14.361
"1222","AnchorM","2011-08-07","2011","08","07",9.97384375,8.693,12.509
"1223","AnchorM","2011-08-08","2011","08","08",11.1008541666667,9.706,12.944
"1224","AnchorM","2011-08-09","2011","08","09",10.6485729166667,9.435,13.882
"1225","AnchorM","2011-08-10","2011","08","10",11.8809895833333,9.657,14.697
"1226","AnchorM","2011-08-11","2011","08","11",11.9548020833333,8.916,15.27
"1227","AnchorM","2011-08-12","2011","08","12",12.03278125,9.336,15.127
"1228","AnchorM","2011-08-13","2011","08","13",12.65978125,11.394,14.218
"1229","AnchorM","2011-08-14","2011","08","14",13.01090625,11.419,15.366
"1230","AnchorM","2011-08-15","2011","08","15",13.0089583333333,10.418,15.581
"1231","AnchorM","2011-08-16","2011","08","16",12.6591875,9.608,15.867
"1232","AnchorM","2011-08-17","2011","08","17",13.3908854166667,11.127,16.368
"1233","AnchorM","2011-08-18","2011","08","18",12.60015625,11.029,14.936
"1234","AnchorM","2011-08-19","2011","08","19",11.3453541666667,10.492,12.751
"1235","AnchorM","2011-08-20","2011","08","20",10.0563645833333,9.41,10.858
"1236","AnchorM","2011-08-21","2011","08","21",10.5813020833333,9.928,11.686
"1237","AnchorM","2011-08-22","2011","08","22",10.7694583333333,9.952,12.122
"1238","AnchorM","2011-08-23","2011","08","23",10.0285416666667,9.312,10.956
"1239","AnchorM","2011-08-24","2011","08","24",9.58305208333333,8.07,11.394
"1240","AnchorM","2011-08-25","2011","08","25",9.29070833333333,8.742,9.952
"1241","AnchorM","2011-08-26","2011","08","26",9.63992708333333,8.792,11.394
"1242","AnchorM","2011-08-27","2011","08","27",10.06646875,8.916,11.904
"1243","AnchorM","2011-08-28","2011","08","28",9.48895833333333,7.217,12.001
"1244","AnchorM","2011-08-29","2011","08","29",9.81073958333333,7.419,12.582
"1245","AnchorM","2011-08-30","2011","08","30",10.8107916666667,9.928,12.171
"1246","AnchorM","2011-08-31","2011","08","31",10.4987083333333,9.805,11.686
"1247","AnchorM","2011-09-01","2011","09","01",8.94545833333333,7.368,10.32
"1248","AnchorM","2011-09-02","2011","09","02",9.50951041666667,8.891,10.467
"1249","AnchorM","2011-09-03","2011","09","03",9.44786458333333,8.494,10.492
"1250","AnchorM","2011-09-04","2011","09","04",9.49475,8.717,10.687
"1251","AnchorM","2011-09-05","2011","09","05",9.06960416666667,7.945,10.296
"1252","AnchorM","2011-09-06","2011","09","06",8.91261458333333,8.27,9.78
"1253","AnchorM","2011-09-07","2011","09","07",9.18361458333333,8.593,10.1
"1254","AnchorM","2011-09-08","2011","09","08",8.97375,8.319,9.682
"1255","AnchorM","2011-09-09","2011","09","09",8.8281875,7.142,10.785
"1256","AnchorM","2011-09-10","2011","09","10",8.82016666666667,7.167,11.102
"1257","AnchorM","2011-09-11","2011","09","11",8.35945833333333,6.661,10.467
"1258","AnchorM","2011-09-12","2011","09","12",8.69122916666667,8.02,9.756
"1259","AnchorM","2011-09-13","2011","09","13",8.71804166666667,8.17,10.173
"1260","AnchorM","2011-09-14","2011","09","14",9.34560416666667,8.095,10.614
"1261","AnchorM","2011-09-15","2011","09","15",9.00280208333333,7.92,10.173
"1262","AnchorM","2011-09-16","2011","09","16",8.31358333333333,6.56,10.443
"1263","AnchorM","2011-09-17","2011","09","17",8.08046875,7.091,9.509
"1264","AnchorM","2011-09-18","2011","09","18",7.72340625,6.23,9.509
"1265","AnchorM","2011-09-19","2011","09","19",7.25523958333333,6.458,8.593
"1266","AnchorM","2011-09-20","2011","09","20",6.86721875,6.255,7.343
"1267","AnchorM","2011-09-21","2011","09","21",7.2000625,6.94,7.995
"1268","AnchorM","2011-09-22","2011","09","22",7.47259375,6.914,8.02
"1269","AnchorM","2011-09-23","2011","09","23",6.79147916666667,5.745,7.895
"1270","AnchorM","2011-09-24","2011","09","24",7.1396875,6.331,8.295
"1271","AnchorM","2011-09-25","2011","09","25",6.80269791666667,5.411,8.27
"1272","AnchorM","2011-09-26","2011","09","26",6.20569791666667,4.766,8.02
"1273","AnchorM","2011-09-27","2011","09","27",5.636875,4.011,7.845
"1274","AnchorM","2011-09-28","2011","09","28",5.03719791666667,3.801,6.965
"1275","AnchorM","2011-09-29","2011","09","29",4.87046875,3.591,6.509
"1276","AnchorM","2011-09-30","2011","09","30",3.95801041666667,2.289,5.719
"1277","AnchorM","2012-05-01","2012","05","01",1.97758333333333,0.495,3.906
"1278","AnchorM","2012-05-02","2012","05","02",1.76077083333333,0.246,3.354
"1279","AnchorM","2012-05-03","2012","05","03",2.01269791666667,0.797,3.538
"1280","AnchorM","2012-05-04","2012","05","04",2.00651041666667,0.934,2.956
"1281","AnchorM","2012-05-05","2012","05","05",2.70323958333333,1.643,3.985
"1282","AnchorM","2012-05-06","2012","05","06",2.65363541666667,1.859,3.485
"1283","AnchorM","2012-05-07","2012","05","07",2.6044375,1.507,4.532
"1284","AnchorM","2012-05-08","2012","05","08",3.35897916666667,1.534,5.076
"1285","AnchorM","2012-05-09","2012","05","09",3.72733333333333,1.913,6
"1286","AnchorM","2012-05-10","2012","05","10",2.89919791666667,1.805,3.906
"1287","AnchorM","2012-05-11","2012","05","11",3.20145833333333,2.236,4.376
"1288","AnchorM","2012-05-12","2012","05","12",3.37820833333333,2.101,4.895
"1289","AnchorM","2012-05-13","2012","05","13",3.19411458333333,2.182,4.324
"1290","AnchorM","2012-05-14","2012","05","14",3.87482291666667,2.128,6.051
"1291","AnchorM","2012-05-15","2012","05","15",4.77132291666667,2.53,6.864
"1292","AnchorM","2012-05-16","2012","05","16",4.659125,2.209,7.091
"1293","AnchorM","2012-05-17","2012","05","17",4.79254166666667,2.316,7.167
"1294","AnchorM","2012-05-18","2012","05","18",4.65202083333333,2.182,7.268
"1295","AnchorM","2012-05-19","2012","05","19",4.42190625,2.983,5.872
"1296","AnchorM","2012-05-20","2012","05","20",4.51654166666667,3.301,5.693
"1297","AnchorM","2012-05-21","2012","05","21",4.69915625,3.433,6.585
"1298","AnchorM","2012-05-22","2012","05","22",5.53977083333333,4.011,7.419
"1299","AnchorM","2012-05-23","2012","05","23",5.62351041666667,4.037,7.795
"1300","AnchorM","2012-05-24","2012","05","24",6.24060416666667,4.141,8.792
"1301","AnchorM","2012-05-25","2012","05","25",6.24540625,4.792,8.02
"1302","AnchorM","2012-05-26","2012","05","26",5.31744791666667,4.168,6.94
"1303","AnchorM","2012-05-27","2012","05","27",6.1229375,4.766,7.845
"1304","AnchorM","2012-05-28","2012","05","28",5.60389583333333,4.454,7.318
"1305","AnchorM","2012-05-29","2012","05","29",6.17261458333333,4.558,8.095
"1306","AnchorM","2012-05-30","2012","05","30",5.95008333333333,4.584,7.544
"1307","AnchorM","2012-05-31","2012","05","31",5.04741666666667,4.35,5.642
"1308","AnchorM","2012-06-01","2012","06","01",5.66311458333333,4.61,7.569
"1309","AnchorM","2012-06-02","2012","06","02",7.04717708333333,5.076,9.04
"1310","AnchorM","2012-06-03","2012","06","03",7.6361875,6.255,10.026
"1311","AnchorM","2012-06-04","2012","06","04",6.55327083333333,5.745,7.544
"1312","AnchorM","2012-06-05","2012","06","05",6.97877083333333,5.462,10.443
"1313","AnchorM","2012-06-06","2012","06","06",8.66888541666667,6.712,11.394
"1314","AnchorM","2012-06-07","2012","06","07",7.46257291666667,6.306,10.394
"1315","AnchorM","2012-06-08","2012","06","08",9.23904166666667,7.318,11.175
"1316","AnchorM","2012-06-09","2012","06","09",10.3996770833333,8.817,11.953
"1317","AnchorM","2012-06-10","2012","06","10",9.49345833333333,7.695,11.832
"1318","AnchorM","2012-06-11","2012","06","11",9.07522916666667,6.839,12.001
"1319","AnchorM","2012-06-12","2012","06","12",10.8717604166667,9.46,12.823
"1320","AnchorM","2012-06-13","2012","06","13",9.10240625,8.145,10.736
"1321","AnchorM","2012-06-14","2012","06","14",8.42630208333333,7.419,10.369
"1322","AnchorM","2012-06-15","2012","06","15",8.3261875,6.611,10.369
"1323","AnchorM","2012-06-16","2012","06","16",9.02303125,7.368,12.63
"1324","AnchorM","2012-06-17","2012","06","17",11.80884375,9.608,15.175
"1325","AnchorM","2012-06-18","2012","06","18",13.1173020833333,10.761,15.939
"1326","AnchorM","2012-06-19","2012","06","19",12.860625,10.565,15.223
"1327","AnchorM","2012-06-20","2012","06","20",12.78696875,11.151,15.247
"1328","AnchorM","2012-06-21","2012","06","21",12.0846354166667,9.879,15.748
"1329","AnchorM","2012-06-22","2012","06","22",14.4080625,11.662,17.51
"1330","AnchorM","2012-06-23","2012","06","23",15.13209375,12.122,18.343
"1331","AnchorM","2012-06-24","2012","06","24",14.7631354166667,12.703,18.39
"1332","AnchorM","2012-06-25","2012","06","25",11.3143958333333,10.271,13.209
"1333","AnchorM","2012-06-26","2012","06","26",9.47680208333333,8.519,10.492
"1334","AnchorM","2012-06-27","2012","06","27",9.87476041666667,8.469,12.34
"1335","AnchorM","2012-06-28","2012","06","28",11.1717604166667,9.706,13.064
"1336","AnchorM","2012-06-29","2012","06","29",10.6194895833333,9.361,14.385
"1337","AnchorM","2012-06-30","2012","06","30",12.5285208333333,9.805,15.127
"1338","AnchorM","2012-07-01","2012","07","01",13.3110520833333,11.516,15.581
"1339","AnchorM","2012-07-02","2012","07","02",12.6308854166667,10.198,15.676
"1340","AnchorM","2012-07-03","2012","07","03",12.0300104166667,10.614,15.151
"1341","AnchorM","2012-07-04","2012","07","04",9.79230208333333,8.817,11.078
"1342","AnchorM","2012-07-05","2012","07","05",9.549875,8.767,10.345
"1343","AnchorM","2012-07-06","2012","07","06",9.76672916666667,8.717,10.712
"1344","AnchorM","2012-07-07","2012","07","07",10.2242083333333,9.139,11.613
"1345","AnchorM","2012-07-08","2012","07","08",10.0499583333333,8.394,11.71
"1346","AnchorM","2012-07-09","2012","07","09",10.4914583333333,9.064,12.147
"1347","AnchorM","2012-07-10","2012","07","10",10.0526875,8.02,12.292
"1348","AnchorM","2012-07-11","2012","07","11",10.4678333333333,9.46,11.977
"1349","AnchorM","2012-07-12","2012","07","12",8.89373958333333,8.344,9.706
"1350","AnchorM","2012-07-13","2012","07","13",9.52541666666667,8.543,11.759
"1351","AnchorM","2012-07-14","2012","07","14",10.9442083333333,9.435,12.654
"1352","AnchorM","2012-07-15","2012","07","15",10.15540625,9.287,11.467
"1353","AnchorM","2012-07-16","2012","07","16",9.93998958333333,8.742,13.834
"1354","AnchorM","2012-07-17","2012","07","17",12.1026770833333,9.583,14.745
"1355","AnchorM","2012-07-18","2012","07","18",12.6167395833333,9.829,15.676
"1356","AnchorM","2012-07-19","2012","07","19",13.49984375,11.248,16.082
"1357","AnchorM","2012-07-20","2012","07","20",13.7440833333333,12.025,16.558
"1358","AnchorM","2012-07-21","2012","07","21",13.1155520833333,12.147,14.792
"1359","AnchorM","2012-07-22","2012","07","22",11.6190833333333,10.736,12.775
"1360","AnchorM","2012-07-23","2012","07","23",10.8481145833333,10.247,11.71
"1361","AnchorM","2012-07-24","2012","07","24",10.5655104166667,9.879,13.04
"1362","AnchorM","2012-07-25","2012","07","25",11.3995833333333,9.114,14.122
"1363","AnchorM","2012-07-26","2012","07","26",12.2349166666667,9.854,14.768
"1364","AnchorM","2012-07-27","2012","07","27",12.0842395833333,9.829,15.533
"1365","AnchorM","2012-07-28","2012","07","28",13.8067916666667,11.516,16.392
"1366","AnchorM","2012-07-29","2012","07","29",13.6157083333333,12.001,16.844
"1367","AnchorM","2012-07-30","2012","07","30",11.1515104166667,10.222,12.437
"1368","AnchorM","2012-07-31","2012","07","31",10.8284166666667,9.928,12.195
"1369","AnchorM","2012-08-01","2012","08","01",11.1624270833333,10.394,12.413
"1370","AnchorM","2012-08-02","2012","08","02",10.346875,9.657,11.127
"1371","AnchorM","2012-08-03","2012","08","03",10.1100520833333,8.668,12.92
"1372","AnchorM","2012-08-04","2012","08","04",11.07746875,9.977,13.305
"1373","AnchorM","2012-08-05","2012","08","05",9.73607291666667,8.742,11.492
"1374","AnchorM","2012-08-06","2012","08","06",11.270875,9.977,14.242
"1375","AnchorM","2012-08-07","2012","08","07",12.1577291666667,10.247,14.29
"1376","AnchorM","2012-08-08","2012","08","08",12.1413125,10.565,14.936
"1377","AnchorM","2012-08-09","2012","08","09",13.3661354166667,11.273,15.605
"1378","AnchorM","2012-08-10","2012","08","10",13.4978854166667,12.195,15.629
"1379","AnchorM","2012-08-11","2012","08","11",11.6599479166667,9.386,14.529
"1380","AnchorM","2012-08-12","2012","08","12",12.3784583333333,9.756,15.175
"1381","AnchorM","2012-08-13","2012","08","13",13.3030104166667,11.759,16.034
"1382","AnchorM","2012-08-14","2012","08","14",14.0204270833333,12.485,16.606
"1383","AnchorM","2012-08-15","2012","08","15",13.24075,11.759,14.912
"1384","AnchorM","2012-08-16","2012","08","16",12.5947291666667,11.273,14.146
"1385","AnchorM","2012-08-17","2012","08","17",12.02871875,10.638,13.546
"1386","AnchorM","2012-08-18","2012","08","18",11.2858854166667,8.817,14.385
"1387","AnchorM","2012-08-19","2012","08","19",10.2194479166667,9.558,10.883
"1388","AnchorM","2012-08-20","2012","08","20",10.5968125,9.879,12.678
"1389","AnchorM","2012-08-21","2012","08","21",11.5021458333333,9.854,14.074
"1390","AnchorM","2012-08-22","2012","08","22",11.4665729166667,8.767,14.697
"1391","AnchorM","2012-08-23","2012","08","23",11.4555416666667,10.198,13.377
"1392","AnchorM","2012-08-24","2012","08","24",9.9594375,8.618,11.151
"1393","AnchorM","2012-08-25","2012","08","25",9.68805208333333,8.27,12.461
"1394","AnchorM","2012-08-26","2012","08","26",10.9299270833333,9.756,13.016
"1395","AnchorM","2012-08-27","2012","08","27",11.71746875,10.736,14.218
"1396","AnchorM","2012-08-28","2012","08","28",11.2978229166667,8.643,14.625
"1397","AnchorM","2012-08-29","2012","08","29",10.4048125,7.92,13.329
"1398","AnchorM","2012-08-30","2012","08","30",11.1316354166667,10.222,12.944
"1399","AnchorM","2012-08-31","2012","08","31",9.94975,9.435,10.81
"1400","AnchorM","2012-09-01","2012","09","01",9.60270833333333,9.139,10.394
"1401","AnchorM","2012-09-02","2012","09","02",9.50635416666667,8.742,10.638
"1402","AnchorM","2012-09-03","2012","09","03",9.26145833333333,9.139,9.952
"1403","AnchorM","2012-09-04","2012","09","04",9.23747916666667,8.519,10.198
"1404","AnchorM","2012-09-05","2012","09","05",8.39857291666667,8.145,8.693
"1405","AnchorM","2012-09-06","2012","09","06",8.61971875,7.92,9.632
"1406","AnchorM","2012-09-07","2012","09","07",8.435375,7.393,9.805
"1407","AnchorM","2012-09-08","2012","09","08",7.96280208333333,7.318,8.717
"1408","AnchorM","2012-09-09","2012","09","09",7.33760416666667,5.745,8.916
"1409","AnchorM","2012-09-10","2012","09","10",6.70083333333333,4.947,8.668
"1410","AnchorM","2012-09-11","2012","09","11",6.45304166666667,5.385,7.995
"1411","AnchorM","2012-09-12","2012","09","12",6.654125,6.255,8.045
"1412","AnchorM","2012-09-13","2012","09","13",7.15492708333333,5.872,8.494
"1413","AnchorM","2012-09-14","2012","09","14",7.7661875,6.965,8.792
"1414","AnchorM","2012-09-15","2012","09","15",7.88376041666667,7.393,8.742
"1415","AnchorM","2012-09-16","2012","09","16",7.60285416666667,7.393,8.045
"1416","AnchorM","2012-09-17","2012","09","17",7.74578125,7.268,8.245
"1417","AnchorM","2012-09-18","2012","09","18",8.01846875,7.645,8.494
"1418","AnchorM","2012-09-19","2012","09","19",7.95592708333333,7.77,8.742
"1419","AnchorM","2012-09-20","2012","09","20",8.93123958333333,8.742,9.089
"1420","AnchorM","2012-09-21","2012","09","21",8.911125,8.394,9.262
"1421","AnchorM","2012-09-22","2012","09","22",9.15033333333333,8.941,9.756
"1422","AnchorM","2012-09-23","2012","09","23",9.32877083333333,8.817,9.756
"1423","AnchorM","2012-09-24","2012","09","24",8.42172916666667,7.293,9.657
"1424","AnchorM","2012-09-25","2012","09","25",7.40082291666667,6.914,7.92
"1425","AnchorM","2012-09-26","2012","09","26",6.71845833333333,6.077,7.368
"1426","AnchorM","2012-09-27","2012","09","27",6.13788541666667,5.719,6.839
"1427","AnchorM","2012-09-28","2012","09","28",6.65404166666667,6.179,7.116
"1428","AnchorM","2012-09-29","2012","09","29",5.36070833333333,4.402,6.611
"1429","AnchorM","2012-09-30","2012","09","30",3.96534375,2.903,5.539
"1430","AnchorM","2013-05-01","2013","05","01",0.03609375,0.024,0.051
"1431","AnchorM","2013-05-02","2013","05","02",0.038625,0.024,0.051
"1432","AnchorM","2013-05-03","2013","05","03",0.03834375,0.024,0.051
"1433","AnchorM","2013-05-04","2013","05","04",0.04065625,0.024,0.079
"1434","AnchorM","2013-05-05","2013","05","05",0.0482916666666667,-0.004,0.135
"1435","AnchorM","2013-05-06","2013","05","06",0.0737604166666667,-0.004,0.246
"1436","AnchorM","2013-05-07","2013","05","07",0.104260416666667,0.024,0.246
"1437","AnchorM","2013-05-08","2013","05","08",0.229,0.024,1.099
"1438","AnchorM","2013-05-09","2013","05","09",0.602697916666667,0.135,1.425
"1439","AnchorM","2013-05-10","2013","05","10",0.612489583333333,0.051,1.615
"1440","AnchorM","2013-05-11","2013","05","11",1.02496875,0.356,2.021
"1441","AnchorM","2013-05-12","2013","05","12",1.09919791666667,0.439,2.182
"1442","AnchorM","2013-05-13","2013","05","13",1.24995833333333,0.384,2.262
"1443","AnchorM","2013-05-14","2013","05","14",1.69596875,0.632,3.485
"1444","AnchorM","2013-05-15","2013","05","15",2.08725,0.55,4.089
"1445","AnchorM","2013-05-16","2013","05","16",2.15982291666667,1.289,3.274
"1446","AnchorM","2013-05-17","2013","05","17",1.95375,1.126,3.274
"1447","AnchorM","2013-05-18","2013","05","18",2.425625,1.153,4.168
"1448","AnchorM","2013-05-19","2013","05","19",2.67517708333333,1.017,4.48
"1449","AnchorM","2013-05-20","2013","05","20",3.527125,1.697,5.437
"1450","AnchorM","2013-05-21","2013","05","21",3.78603125,2.744,4.869
"1451","AnchorM","2013-05-22","2013","05","22",3.55705208333333,2.45,4.869
"1452","AnchorM","2013-05-23","2013","05","23",3.28452083333333,2.074,4.48
"1453","AnchorM","2013-05-24","2013","05","24",3.42765625,1.967,5.205
"1454","AnchorM","2013-05-25","2013","05","25",4.01930208333333,1.588,6.484
"1455","AnchorM","2013-05-26","2013","05","26",4.20259375,1.913,6.712
"1456","AnchorM","2013-05-27","2013","05","27",4.45521875,2.983,6.382
"1457","AnchorM","2013-05-28","2013","05","28",5.23665625,2.664,7.745
"1458","AnchorM","2013-05-29","2013","05","29",6.33955208333333,3.801,8.792
"1459","AnchorM","2013-05-30","2013","05","30",6.66582291666667,4.428,8.717
"1460","AnchorM","2013-05-31","2013","05","31",6.85420833333333,4.714,8.965
"1461","AnchorM","2013-06-01","2013","06","01",6.40745833333333,5.462,7.268
