HYDROLAB MS5 64823,,,,,,,,,,,,,,,,,,,
Log File Name : Beaver_051216_053016,,,,,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 051216,,,,,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 130927,,,,,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 051216,,,,,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 133000,,,,,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 053016,,,,,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO%,,IBatt,,SpCond,,LDO,,BP
MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,Sat,,Volts,,æS/cm,,mg/l,,mmHg
,,,,,,,,,,,,,,,,,,,
5/24/2016,13:45:00,,10.39,,7.47,,0.03,,3.6,,105.3,,8.3,,93.3,,9.86,,638
5/24/2016,14:00:00,,10.5,,7.47,,0.03,,3.7,,105.7,,8.3,,93.5,,9.88,,638
5/24/2016,14:15:00,,10.62,,7.47,,0.03,,3.5,,106.1,,8.3,,93.5,,9.89,,638
5/24/2016,14:30:00,,10.74,,7.46,,0.03,,4,,106.2,,8.3,,93.5,,9.87,,638
5/24/2016,14:45:00,,10.86,,7.47,,0.03,,3.7,,106.2,,8.3,,93.4,,9.84,,638
5/24/2016,15:00:00,,10.96,,7.47,,0.03,,2.9,,106.2,,8.3,,93.6,,9.82,,638
5/24/2016,15:15:00,,11.05,,7.47,,0.03,,3.1,,106.7,,8.3,,93.6,,9.85,,638
5/24/2016,15:30:00,,11.16,,7.48,,0.03,,3,,107,,8.3,,93.6,,9.84,,638
5/24/2016,15:45:00,,11.27,,7.47,,0.03,,3.6,,106.8,,8.3,,93.6,,9.8,,638
5/24/2016,16:00:00,,11.38,,7.48,,0.03,,3.5,,107,,8.3,,93.7,,9.8,,638
5/24/2016,16:15:00,,11.48,,7.48,,0.03,,3.9,,106.8,,8.3,,93.6,,9.75,,638
5/24/2016,16:30:00,,11.58,,7.48,,0.03,,3.1,,107.1,,8.3,,93.4,,9.76,,638
5/24/2016,16:45:00,,11.66,,7.48,,0.03,,3.5,,106.9,,8.4,,93.5,,9.72,,638
5/24/2016,17:00:00,,11.74,,7.49,,0.03,,3.3,,107.4,,8.3,,93.6,,9.75,,638
5/24/2016,17:15:00,,11.81,,7.49,,0.03,,3.5,,107,,8.3,,93.5,,9.7,,638
5/24/2016,17:30:00,,11.87,,7.48,,0.03,,3.5,,107.4,,8.4,,93.4,,9.72,,638
5/24/2016,17:45:00,,11.91,,7.48,,0.03,,2.9,,106.9,,8.4,,93.5,,9.66,,638
5/24/2016,18:00:00,,11.95,,7.48,,0.03,,3.3,,106.6,,8.4,,93.5,,9.63,,638
5/24/2016,18:15:00,,11.98,,7.48,,0.03,,4.7,,106.3,,8.4,,93.5,,9.6,,638
5/24/2016,18:30:00,,11.99,,7.48,,0.03,,3.2,,105.8,,8.4,,93.8,,9.55,,638
5/24/2016,18:45:00,,11.99,,7.48,,0.03,,3.4,,105.7,,8.4,,93.7,,9.54,,638
5/24/2016,19:00:00,,11.99,,7.48,,0.03,,3.7,,105.4,,8.4,,93.7,,9.51,,638
5/24/2016,19:15:00,,11.97,,7.48,,0.03,,3.5,,105.1,,8.4,,93.6,,9.49,,638
5/24/2016,19:30:00,,11.95,,7.48,,0.03,,3.2,,104.9,,8.4,,93.8,,9.48,,638
5/24/2016,19:45:00,,11.92,,7.47,,0.03,,3.5,,104.2,,8.4,,93.8,,9.42,,638
5/24/2016,20:00:00,,11.89,,7.47,,0.03,,4,,104,,8.4,,93.5,,9.41,,638
5/24/2016,20:15:00,,11.84,,7.47,,0.03,,3.2,,103.4,,8.4,,93.7,,9.37,,638
5/24/2016,20:30:00,,11.78,,7.46,,0.03,,3.6,,103.2,,8.4,,93.5,,9.36,,638
5/24/2016,20:45:00,,11.73,,7.46,,0.03,,4.4,,102.4,,8.3,,93.5,,9.3,,638
5/24/2016,21:00:00,,11.67,,7.45,,0.03,,2.5,,102,,8.4,,93.4,,9.28,,638
5/24/2016,21:15:00,,11.61,,7.45,,0.03,,2.9,,101.2,,8.4,,93.4,,9.22,,638
5/24/2016,21:30:00,,11.55,,7.45,,0.03,,3.9,,101.2,,8.3,,93.7,,9.23,,638
5/24/2016,21:45:00,,11.49,,7.44,,0.03,,2.8,,100.6,,8.3,,93.7,,9.19,,638
5/24/2016,22:00:00,,11.43,,7.44,,0.03,,3.1,,99.9,,8.3,,93.4,,9.14,,638
5/24/2016,22:15:00,,11.37,,7.44,,0.03,,3.5,,99.9,,8.3,,93.7,,9.15,,638
5/24/2016,22:30:00,,11.31,,7.43,,0.03,,4,,99.4,,8.3,,93.4,,9.11,,638
5/24/2016,22:45:00,,11.24,,7.43,,0.03,,3.7,,99.2,,8.3,,93.5,,9.11,,638
5/24/2016,23:00:00,,11.18,,7.42,,0.03,,2.6,,98.3,,8.3,,93.7,,9.04,,638
5/24/2016,23:15:00,,11.1,,7.42,,0.03,,3.5,,97.6,,8.3,,93.5,,9,,638
5/24/2016,23:30:00,,11.03,,7.42,,0.03,,4.2,,97.3,,8.3,,93.4,,8.98,,638
5/24/2016,23:45:00,,10.96,,7.41,,0.03,,4.5,,97.1,,8.3,,93.3,,8.98,,638
5/25/2016,0:00:00,,10.89,,7.4,,0.03,,3.8,,96.9,,8.3,,93.5,,8.97,,638
5/25/2016,0:15:00,,10.81,,7.4,,0.03,,4.3,,96.7,,8.3,,93.4,,8.97,,638
5/25/2016,0:30:00,,10.73,,7.4,,0.03,,4.2,,96.2,,8.3,,93.3,,8.94,,638
5/25/2016,0:45:00,,10.65,,7.39,,0.03,,4.2,,96,,8.3,,93.2,,8.94,,638
5/25/2016,1:00:00,,10.57,,7.39,,0.03,,4,,96.1,,8.3,,93.3,,8.96,,638
5/25/2016,1:15:00,,10.49,,7.39,,0.03,,3.6,,95.7,,8.3,,93.3,,8.94,,638
5/25/2016,1:30:00,,10.41,,7.39,,0.03,,4.2,,95.6,,8.3,,93.2,,8.95,,638
5/25/2016,1:45:00,,10.33,,7.39,,0.03,,4.2,,95.4,,8.3,,93.4,,8.96,,638
5/25/2016,2:00:00,,10.24,,7.39,,0.03,,4.1,,95.3,,8.3,,93.5,,8.96,,638
5/25/2016,2:15:00,,10.16,,7.39,,0.03,,4.7,,95.3,,8.3,,93.4,,8.98,,638
5/25/2016,2:30:00,,10.08,,7.38,,0.03,,4,,95.1,,8.3,,93.4,,8.97,,638
5/25/2016,2:45:00,,9.99,,7.38,,0.03,,4,,95,,8.3,,93.2,,8.98,,638
5/25/2016,3:00:00,,9.91,,7.38,,0.03,,4.2,,94.6,,8.3,,93.3,,8.96,,638
5/25/2016,3:15:00,,9.84,,7.38,,0.03,,4.3,,94.6,,8.3,,93.2,,8.98,,638
5/25/2016,3:30:00,,9.76,,7.38,,0.03,,4.6,,94.6,,8.3,,93.4,,9,,638
5/25/2016,3:45:00,,9.68,,7.37,,0.03,,3.7,,94.6,,8.3,,93.5,,9.01,,638
5/25/2016,4:00:00,,9.6,,7.37,,0.03,,4,,94.6,,8.3,,93.5,,9.03,,638
5/25/2016,4:15:00,,9.52,,7.37,,0.03,,4,,94.2,,8.2,,93.3,,9.01,,638
5/25/2016,4:30:00,,9.44,,7.37,,0.03,,3.9,,94.2,,8.2,,93.6,,9.03,,638
5/25/2016,4:45:00,,9.37,,7.37,,0.03,,4.6,,94.3,,8.2,,93.6,,9.06,,638
5/25/2016,5:00:00,,9.29,,7.37,,0.03,,3.5,,94.2,,8.2,,93.3,,9.06,,638
5/25/2016,5:15:00,,9.21,,7.37,,0.03,,7.9,,94.2,,8.2,,93.4,,9.08,,638
5/25/2016,5:30:00,,9.14,,7.37,,0.03,,3.6,,94.1,,8.2,,93.4,,9.09,,638
5/25/2016,5:45:00,,9.07,,7.37,,0.03,,3.8,,94.3,,8.2,,93.5,,9.12,,638
5/25/2016,6:00:00,,9,,7.37,,0.03,,4.1,,94.5,,8.2,,93.5,,9.16,,638
5/25/2016,6:15:00,,8.93,,7.36,,0.03,,3.4,,94.8,,8.2,,93.9,,9.19,,638
5/25/2016,6:30:00,,8.87,,7.37,,0.03,,3.9,,94.8,,8.2,,93.9,,9.21,,638
5/25/2016,6:45:00,,8.81,,7.37,,0.03,,5.3,,95.1,,8.2,,93.9,,9.26,,638
5/25/2016,7:00:00,,8.75,,7.38,,0.03,,4,,94.9,,8.2,,93.8,,9.24,,638
5/25/2016,7:15:00,,8.71,,7.37,,0.03,,3.8,,94.8,,8.2,,94,,9.25,,638
5/25/2016,7:30:00,,8.67,,7.38,,0.03,,4.1,,95.7,,8.1,,94,,9.34,,638
5/25/2016,7:45:00,,8.65,,7.37,,0.03,,3.9,,95.7,,8.2,,93.9,,9.35,,638
5/25/2016,8:00:00,,8.66,,7.38,,0.03,,3.6,,96.8,,8.2,,94,,9.45,,638
5/25/2016,8:15:00,,8.67,,7.39,,0.03,,3.8,,97.4,,8.2,,93.7,,9.51,,638
5/25/2016,8:30:00,,8.68,,7.39,,0.03,,4.3,,97.6,,8.2,,94,,9.53,,638
5/25/2016,8:45:00,,8.71,,7.4,,0.03,,3.2,,98.3,,8.1,,94,,9.58,,638
5/25/2016,9:00:00,,8.73,,7.4,,0.03,,2.9,,98.5,,8.1,,93.9,,9.61,,638
5/25/2016,9:15:00,,8.77,,7.39,,0.03,,3,,98.8,,8.1,,94.1,,9.62,,638
5/25/2016,9:30:00,,8.83,,7.4,,0.03,,3,,99.2,,8.1,,93.9,,9.65,,638
5/25/2016,9:45:00,,8.9,,7.41,,0.03,,3.2,,100,,8.1,,94,,9.71,,638
5/25/2016,10:00:00,,8.98,,7.4,,0.03,,3,,100.1,,8.2,,93.9,,9.7,,638
5/25/2016,10:15:00,,9.06,,7.41,,0.03,,3,,100.9,,8.1,,94,,9.76,,638
5/25/2016,10:30:00,,9.14,,7.42,,0.03,,4.3,,101.1,,8.2,,94,,9.75,,638
5/25/2016,10:45:00,,9.23,,7.42,,0.03,,3.5,,101.4,,8.2,,94.3,,9.77,,638
5/25/2016,11:00:00,,9.33,,7.43,,0.03,,3.8,,102,,8.2,,93.9,,9.8,,638
5/25/2016,11:15:00,,9.44,,7.43,,0.03,,3.7,,102.6,,8.2,,94,,9.83,,638
5/25/2016,11:30:00,,9.55,,7.43,,0.04,,3,,103,,8.2,,94.3,,9.85,,638
5/25/2016,11:45:00,,9.65,,7.44,,0.03,,3.7,,103.1,,8.2,,94.2,,9.83,,638
5/25/2016,12:00:00,,9.78,,7.44,,0.04,,3.9,,103.6,,8.2,,94.3,,9.85,,638
5/25/2016,12:15:00,,9.89,,7.44,,0.04,,3.3,,104.1,,8.2,,94.3,,9.87,,638
5/25/2016,12:30:00,,10.02,,7.45,,0.04,,3.3,,104.3,,8.2,,94.7,,9.86,,638
5/25/2016,12:45:00,,10.17,,7.44,,0.04,,3.2,,104.5,,8.2,,94.5,,9.84,,638
5/25/2016,13:00:00,,10.33,,7.45,,0.04,,3,,105.2,,8.2,,94.9,,9.87,,638
5/25/2016,13:15:00,,10.48,,7.45,,0.04,,2.7,,105.6,,8.2,,94.6,,9.87,,638
5/25/2016,13:30:00,,10.61,,7.45,,0.04,,2.7,,106.3,,8.2,,94.6,,9.91,,638
5/25/2016,13:45:00,,10.75,,7.45,,0.04,,2.6,,106.3,,8.2,,94.8,,9.88,,638
5/25/2016,14:00:00,,10.89,,7.46,,0.04,,3.2,,106.6,,8.3,,94.8,,9.87,,638
5/25/2016,14:15:00,,11.04,,7.47,,0.04,,3,,106.6,,8.3,,95,,9.84,,638
5/25/2016,14:30:00,,11.17,,7.46,,0.04,,2.7,,106.8,,8.3,,95.1,,9.83,,638
5/25/2016,14:45:00,,11.3,,7.46,,0.04,,2.7,,107.2,,8.3,,95,,9.83,,638
5/25/2016,15:00:00,,11.43,,7.46,,0.04,,3,,107.5,,8.3,,95,,9.83,,638
5/25/2016,15:15:00,,11.56,,7.46,,0.04,,3,,107.6,,8.3,,95.1,,9.81,,638
5/25/2016,15:30:00,,11.69,,7.46,,0.04,,2.6,,107.8,,8.3,,95.3,,9.8,,638
5/25/2016,15:45:00,,11.79,,7.47,,0.04,,2.7,,108,,8.3,,95.1,,9.79,,638
5/25/2016,16:00:00,,11.85,,7.47,,0.04,,3.2,,107.7,,8.3,,95.2,,9.75,,638
5/25/2016,16:15:00,,11.89,,7.46,,0.04,,2.5,,107.4,,8.3,,95.4,,9.72,,638
5/25/2016,16:30:00,,11.95,,7.46,,0.04,,2.2,,107.3,,8.3,,95.4,,9.7,,638
5/25/2016,16:45:00,,12,,7.47,,0.04,,3,,107.5,,8.3,,95.5,,9.7,,638
5/25/2016,17:00:00,,12.04,,7.47,,0.04,,2.4,,107.2,,8.3,,95.2,,9.66,,638
5/25/2016,17:15:00,,12.06,,7.47,,0.04,,2.9,,107.2,,8.3,,95.6,,9.66,,638
5/25/2016,17:30:00,,12.11,,7.47,,0.04,,2.7,,107.2,,8.3,,95.7,,9.65,,638
5/25/2016,17:45:00,,12.15,,7.46,,0.04,,2.6,,107.1,,8.3,,95.4,,9.63,,638
5/25/2016,18:00:00,,12.17,,7.47,,0.04,,2.4,,106.8,,8.3,,95.5,,9.6,,638
5/25/2016,18:15:00,,12.17,,7.47,,0.04,,2.5,,106.4,,8.3,,95.7,,9.57,,638
5/25/2016,18:30:00,,12.13,,7.46,,0.04,,2.6,,106.3,,8.3,,95.8,,9.57,,638
5/25/2016,18:45:00,,12.07,,7.46,,0.04,,2.8,,105.6,,8.3,,95.6,,9.51,,638
5/25/2016,19:00:00,,12.03,,7.45,,0.04,,2.7,,104.3,,8.3,,95.9,,9.41,,638
5/25/2016,19:15:00,,11.98,,7.46,,0.04,,2.4,,103.8,,8.3,,95.9,,9.38,,638
5/25/2016,19:30:00,,11.94,,7.45,,0.04,,3.2,,103.5,,8.3,,96,,9.36,,638
5/25/2016,19:45:00,,11.89,,7.47,,0.04,,2.6,,103,,8.3,,95.7,,9.32,,638
5/25/2016,20:00:00,,11.86,,7.45,,0.04,,3.1,,102.1,,8.3,,95.7,,9.25,,638
5/25/2016,20:15:00,,11.83,,7.45,,0.04,,2.9,,102.6,,8.3,,95.7,,9.29,,638
5/25/2016,20:30:00,,11.78,,7.45,,0.04,,2.2,,102.3,,8.3,,96,,9.28,,638
5/25/2016,20:45:00,,11.73,,7.45,,0.04,,3.3,,101.4,,8.3,,96.1,,9.21,,638
5/25/2016,21:00:00,,11.69,,7.44,,0.04,,2.6,,101.1,,8.3,,96,,9.19,,638
5/25/2016,21:15:00,,11.64,,7.43,,0.04,,2.8,,101.1,,8.3,,95.8,,9.2,,638
5/25/2016,21:30:00,,11.58,,7.43,,0.04,,2.8,,100.4,,8.3,,96,,9.15,,638
5/25/2016,21:45:00,,11.52,,7.42,,0.04,,2.7,,100.2,,8.3,,95.9,,9.15,,638
5/25/2016,22:00:00,,11.45,,7.43,,0.04,,2.6,,100,,8.3,,95.8,,9.14,,638
5/25/2016,22:15:00,,11.38,,7.42,,0.04,,2.9,,99.5,,8.3,,95.9,,9.11,,638
5/25/2016,22:30:00,,11.31,,7.42,,0.04,,2.7,,99.2,,8.3,,95.6,,9.09,,638
5/25/2016,22:45:00,,11.23,,7.41,,0.04,,3.2,,98.9,,8.3,,95.8,,9.09,,638
5/25/2016,23:00:00,,11.16,,7.41,,0.04,,3,,98.4,,8.3,,95.7,,9.05,,638
5/25/2016,23:15:00,,11.08,,7.41,,0.04,,2.9,,97.7,,8.3,,95.8,,9.01,,638
5/25/2016,23:30:00,,10.99,,7.4,,0.04,,3.3,,97.3,,8.2,,95.8,,8.99,,638
5/25/2016,23:45:00,,10.91,,7.39,,0.04,,3.5,,97.3,,8.3,,95.7,,9,,638
5/26/2016,0:00:00,,10.82,,7.4,,0.04,,3.9,,97.1,,8.3,,95.6,,9.01,,638
5/26/2016,0:15:00,,10.74,,7.39,,0.04,,4.2,,96.5,,8.3,,95.5,,8.97,,638
5/26/2016,0:30:00,,10.65,,7.4,,0.04,,2.7,,96.4,,8.2,,95.7,,8.98,,638
5/26/2016,0:45:00,,10.57,,7.41,,0.04,,3.3,,95.9,,8.2,,95.5,,8.95,,638
5/26/2016,1:00:00,,10.49,,7.39,,0.04,,4.7,,95.9,,8.2,,95.5,,8.96,,638
5/26/2016,1:15:00,,10.41,,7.39,,0.04,,3.3,,95.8,,8.2,,95.6,,8.97,,638
5/26/2016,1:30:00,,10.35,,7.39,,0.04,,3.7,,95.7,,8.2,,95.7,,8.98,,638
5/26/2016,1:45:00,,10.29,,7.38,,0.04,,3.2,,95.8,,8.2,,95.7,,9,,638
5/26/2016,2:00:00,,10.22,,7.38,,0.04,,3.8,,95.6,,8.2,,95.4,,8.99,,638
5/26/2016,2:15:00,,10.16,,7.38,,0.04,,3.2,,95.3,,8.2,,95.6,,8.98,,638
5/26/2016,2:30:00,,10.09,,7.38,,0.04,,3.9,,95.2,,8.2,,95.6,,8.98,,638
5/26/2016,2:45:00,,10.01,,7.38,,0.04,,3.4,,94.9,,8.2,,95.5,,8.98,,638
5/26/2016,3:00:00,,9.92,,7.38,,0.04,,3.3,,94.8,,8.2,,95.5,,8.98,,638
5/26/2016,3:15:00,,9.83,,7.38,,0.04,,4.4,,95,,8.1,,95.3,,9.02,,638
5/26/2016,3:30:00,,9.74,,7.38,,0.04,,3.8,,94.7,,8.2,,95.3,,9.01,,638
5/26/2016,3:45:00,,9.66,,7.37,,0.04,,3.5,,94.4,,8.2,,95.3,,9,,638
5/26/2016,4:00:00,,9.57,,7.37,,0.04,,3.4,,94.8,,8.1,,95.3,,9.06,,638
5/26/2016,4:15:00,,9.48,,7.38,,0.04,,3.6,,94.7,,8.1,,95.3,,9.07,,638
5/26/2016,4:30:00,,9.39,,7.38,,0.04,,3.4,,94.6,,8.1,,95.2,,9.08,,638
5/26/2016,4:45:00,,9.31,,7.37,,0.04,,3.7,,94.8,,8.1,,95.4,,9.12,,638
5/26/2016,5:00:00,,9.23,,7.37,,0.04,,3.1,,94.8,,8.1,,95.2,,9.13,,638
5/26/2016,5:15:00,,9.14,,7.37,,0.04,,3.3,,94.3,,8.1,,95.2,,9.11,,638
5/26/2016,5:30:00,,9.06,,7.37,,0.04,,2.9,,94.9,,8.1,,95.5,,9.18,,638
5/26/2016,5:45:00,,8.98,,7.37,,0.04,,3.4,,94.5,,8.1,,95.5,,9.16,,638
5/26/2016,6:00:00,,8.91,,7.37,,0.04,,3.1,,94.7,,8.1,,95.2,,9.19,,638
5/26/2016,6:15:00,,8.85,,7.38,,0.04,,2.7,,95.2,,8.1,,95.2,,9.26,,638
5/26/2016,6:30:00,,8.79,,7.37,,0.04,,3.1,,95.1,,8.1,,95.1,,9.25,,638
5/26/2016,6:45:00,,8.75,,7.37,,0.04,,3.6,,95.5,,8.1,,95.4,,9.31,,638
5/26/2016,7:00:00,,8.71,,7.37,,0.04,,3.7,,95.4,,8.1,,95.4,,9.31,,638
5/26/2016,7:15:00,,8.69,,7.37,,0.04,,2.6,,95.7,,8.1,,95.3,,9.34,,638
5/26/2016,7:30:00,,8.67,,7.37,,0.04,,3.8,,96.3,,8.1,,95.6,,9.41,,638
5/26/2016,7:45:00,,8.65,,7.37,,0.04,,2.1,,96.6,,8.1,,95.7,,9.44,,638
5/26/2016,8:00:00,,8.66,,7.38,,0.04,,2.6,,97,,8.1,,95.7,,9.48,,638
5/26/2016,8:15:00,,8.68,,7.38,,0.04,,2.8,,97.7,,8.1,,95.5,,9.54,,638
5/26/2016,8:30:00,,8.68,,7.38,,0.04,,1.9,,98,,8.1,,95.8,,9.57,,638
5/26/2016,8:45:00,,8.72,,7.39,,0.04,,2.5,,98.3,,8.1,,95.8,,9.59,,638
5/26/2016,9:00:00,,8.76,,7.39,,0.04,,2.4,,98.9,,8.1,,95.4,,9.64,,638
5/26/2016,9:15:00,,8.8,,7.39,,0.04,,2.9,,99.3,,8.1,,95.8,,9.66,,638
5/26/2016,9:30:00,,8.86,,7.4,,0.04,,2.8,,100.1,,8.1,,95.8,,9.73,,638
5/26/2016,9:45:00,,8.94,,7.41,,0.04,,2.9,,100.3,,8.1,,95.9,,9.74,,638
5/26/2016,10:00:00,,9.02,,7.41,,0.04,,2.6,,100.8,,8.1,,95.7,,9.75,,638
5/26/2016,10:15:00,,9.14,,7.42,,0.04,,2.3,,101.6,,8.1,,95.7,,9.8,,638
5/26/2016,10:30:00,,9.19,,7.42,,0.04,,2.4,,101.5,,8.1,,95.9,,9.79,,638
5/26/2016,10:45:00,,9.24,,7.41,,0.04,,4.9,,102,,8.1,,95.9,,9.82,,638
5/26/2016,11:00:00,,9.35,,7.42,,0.04,,4.4,,102.4,,8.1,,95.8,,9.83,,638
5/26/2016,11:15:00,,9.46,,7.42,,0.04,,2.5,,102.8,,8.1,,95.7,,9.85,,638
5/26/2016,11:30:00,,9.6,,7.42,,0.04,,3,,103.5,,8.1,,96,,9.88,,638
5/26/2016,11:45:00,,9.74,,7.44,,0.04,,4.7,,104,,8.1,,96.1,,9.89,,638
