8/26/2016,21:00:00,,14.04,,7.19,,0.04,,0.9,,8.78,,10.8,,97.3,,637
8/26/2016,21:15:00,,14.01,,7.19,,0.04,,1.1,,8.73,,10.8,,97.3,,637
8/26/2016,21:30:00,,13.98,,7.18,,0.04,,1,,8.66,,10.8,,97.5,,637
8/26/2016,21:45:00,,13.94,,7.15,,0.04,,1,,8.65,,10.8,,97.2,,637
8/26/2016,22:00:00,,13.9,,7.17,,0.04,,0.9,,8.62,,10.8,,97.2,,637
8/26/2016,22:15:00,,13.87,,7.17,,0.04,,1.1,,8.61,,10.8,,97.4,,637
8/26/2016,22:30:00,,13.82,,7.16,,0.04,,1,,8.59,,10.8,,97.1,,637
8/26/2016,22:45:00,,13.77,,7.17,,0.04,,1,,8.57,,10.8,,97.4,,637
8/26/2016,23:00:00,,13.73,,7.16,,0.04,,1.4,,8.52,,10.8,,97.1,,637
8/26/2016,23:15:00,,13.68,,7.15,,0.04,,1.6,,8.52,,10.8,,97.4,,637
8/26/2016,23:30:00,,13.63,,7.14,,0.04,,2.1,,8.49,,10.8,,97,,637
8/26/2016,23:45:00,,13.59,,7.15,,0.04,,1.6,,8.48,,10.8,,97.3,,637
8/27/2016,0:00:00,,13.55,,7.13,,0.04,,1.7,,8.44,,10.8,,97,,637
8/27/2016,0:15:00,,13.5,,7.14,,0.04,,1.3,,8.47,,10.8,,97.3,,637
8/27/2016,0:30:00,,13.46,,7.14,,0.04,,1.3,,8.44,,10.8,,97.2,,637
8/27/2016,0:45:00,,13.41,,7.11,,0.04,,1.3,,8.4,,10.8,,97.2,,637
8/27/2016,1:00:00,,13.37,,7.13,,0.04,,1.4,,8.42,,10.8,,97.2,,637
8/27/2016,1:15:00,,13.33,,7.13,,0.04,,1.5,,8.41,,10.8,,96.9,,637
8/27/2016,1:30:00,,13.3,,7.13,,0.04,,1.2,,8.41,,10.8,,96.8,,637
8/27/2016,1:45:00,,13.27,,7.13,,0.04,,1.6,,8.39,,10.8,,96.9,,637
8/27/2016,2:00:00,,13.24,,7.13,,0.04,,1.3,,8.39,,10.8,,97,,637
8/27/2016,2:15:00,,13.2,,7.13,,0.04,,1.4,,8.39,,10.8,,96.8,,637
8/27/2016,2:30:00,,13.16,,7.11,,0.04,,1.4,,8.4,,10.8,,96.8,,637
8/27/2016,2:45:00,,13.12,,7.1,,0.04,,1.3,,8.39,,10.8,,97.1,,637
8/27/2016,3:00:00,,13.08,,7.11,,0.04,,1.3,,8.36,,10.7,,96.8,,637
8/27/2016,3:15:00,,13.06,,7.12,,0.04,,1.3,,8.37,,10.7,,97.2,,637
8/27/2016,3:30:00,,13.04,,7.12,,0.04,,1.3,,8.38,,10.7,,96.8,,637
8/27/2016,3:45:00,,13,,7.12,,0.04,,1.1,,8.37,,10.7,,96.9,,637
8/27/2016,4:00:00,,12.97,,7.12,,0.04,,1.1,,8.34,,10.7,,96.7,,637
8/27/2016,4:15:00,,12.94,,7.12,,0.04,,1.2,,8.36,,10.7,,97.1,,637
8/27/2016,4:30:00,,12.9,,7.12,,0.04,,1.1,,8.39,,10.7,,96.7,,637
8/27/2016,4:45:00,,12.87,,7.12,,0.04,,1.2,,8.36,,10.7,,97.1,,637
8/27/2016,5:00:00,,12.83,,7.12,,0.04,,1,,8.36,,10.7,,96.7,,637
8/27/2016,5:15:00,,12.8,,7.12,,0.04,,1.1,,8.34,,10.7,,97,,637
8/27/2016,5:30:00,,12.77,,7.11,,0.04,,1,,8.35,,10.7,,97,,637
8/27/2016,5:45:00,,12.74,,7.11,,0.04,,0.9,,8.36,,10.6,,97.1,,637
8/27/2016,6:00:00,,12.72,,7.11,,0.04,,1.3,,8.35,,10.6,,97,,637
8/27/2016,6:15:00,,12.69,,7.11,,0.04,,1,,8.37,,10.6,,96.7,,637
8/27/2016,6:30:00,,12.66,,7.11,,0.04,,0.9,,8.36,,10.6,,96.8,,637
8/27/2016,6:45:00,,12.63,,7.11,,0.04,,1.2,,8.36,,10.6,,97.1,,637
8/27/2016,7:00:00,,12.59,,7.11,,0.04,,1,,8.35,,10.6,,96.8,,637
8/27/2016,7:15:00,,12.56,,7.11,,0.04,,0.6,,8.37,,10.6,,97,,637
8/27/2016,7:30:00,,12.53,,7.11,,0.04,,0.6,,8.34,,10.6,,96.8,,637
8/27/2016,7:45:00,,12.51,,7.11,,0.04,,0.7,,8.39,,10.6,,96.8,,637
8/27/2016,8:00:00,,12.49,,7.12,,0.04,,0.7,,8.38,,10.6,,96.8,,637
8/27/2016,8:15:00,,12.48,,7.12,,0.04,,0.8,,8.4,,10.6,,97,,637
8/27/2016,8:30:00,,12.47,,7.11,,0.04,,0.6,,8.41,,10.6,,96.8,,637
8/27/2016,8:45:00,,12.47,,7.11,,0.04,,0.9,,8.43,,10.6,,96.9,,637
8/27/2016,9:00:00,,12.47,,7.12,,0.04,,0.7,,8.44,,10.6,,96.8,,637
8/27/2016,9:15:00,,12.48,,7.12,,0.04,,0.9,,8.47,,10.6,,96.9,,637
8/27/2016,9:30:00,,12.49,,7.13,,0.04,,0.8,,8.54,,10.6,,96.8,,637
8/27/2016,9:45:00,,12.52,,7.13,,0.04,,0.8,,8.57,,10.6,,96.8,,637
8/27/2016,10:00:00,,12.56,,7.12,,0.04,,0.7,,8.63,,10.5,,96.8,,637
8/27/2016,10:15:00,,12.61,,7.14,,0.04,,0.7,,8.63,,10.5,,97.2,,637
8/27/2016,10:30:00,,12.64,,7.12,,0.04,,0.8,,8.7,,10.5,,97.2,,637
8/27/2016,10:45:00,,12.69,,7.15,,0.04,,0.8,,8.68,,10.5,,96.9,,637
8/27/2016,11:00:00,,12.77,,7.13,,0.04,,0.7,,8.76,,10.5,,96.9,,637
8/27/2016,11:15:00,,12.85,,7.16,,0.04,,0.5,,8.83,,10.5,,96.9,,637
8/27/2016,11:30:00,,12.93,,7.16,,0.04,,0.8,,8.83,,10.5,,97.2,,637
8/27/2016,11:45:00,,12.97,,7.17,,0.04,,0.7,,8.87,,10.5,,96.9,,637
8/27/2016,12:00:00,,13.02,,7.17,,0.04,,0.5,,8.91,,10.5,,97.2,,637
8/27/2016,12:15:00,,13.11,,7.18,,0.04,,0.8,,8.97,,10.5,,97.3,,637
8/27/2016,12:30:00,,13.19,,7.19,,0.04,,0.5,,8.95,,10.5,,97.3,,637
8/27/2016,12:45:00,,13.28,,7.2,,0.04,,0.5,,9.01,,10.5,,97,,637
8/27/2016,13:00:00,,13.37,,7.19,,0.04,,0.4,,9.03,,10.5,,97.2,,637
8/27/2016,13:15:00,,13.47,,7.2,,0.04,,0.6,,9.06,,10.5,,96.9,,637
8/27/2016,13:30:00,,13.56,,7.2,,0.04,,0.6,,9.05,,10.4,,97,,637
8/27/2016,13:45:00,,13.65,,7.2,,0.04,,0.6,,9.12,,10.5,,97.3,,637
8/27/2016,14:00:00,,13.75,,7.21,,0.04,,0.8,,9.15,,10.4,,97.3,,637
8/27/2016,14:15:00,,13.85,,7.22,,0.04,,0.6,,9.12,,10.5,,97,,637
8/27/2016,14:30:00,,13.94,,7.23,,0.04,,0.6,,9.18,,10.4,,97.4,,637
8/27/2016,14:45:00,,14.02,,7.23,,0.04,,0.5,,9.16,,10.4,,97.2,,637
8/27/2016,15:00:00,,14.11,,7.23,,0.04,,0.5,,9.21,,10.4,,97.4,,637
8/27/2016,15:15:00,,14.2,,7.23,,0.04,,0.6,,9.18,,10.4,,97.5,,637
8/27/2016,15:30:00,,14.27,,7.24,,0.04,,0.7,,9.17,,10.4,,97.4,,637
8/27/2016,15:45:00,,14.35,,7.24,,0.04,,0.4,,9.2,,10.4,,97.1,,637
8/27/2016,16:00:00,,14.42,,7.24,,0.04,,0.8,,9.2,,10.4,,97.3,,637
8/27/2016,16:15:00,,14.48,,7.25,,0.04,,0.4,,9.23,,10.4,,97.5,,637
8/27/2016,16:30:00,,14.54,,7.23,,0.04,,0.4,,9.22,,10.4,,97.3,,637
8/27/2016,16:45:00,,14.59,,7.25,,0.04,,0.5,,9.25,,10.4,,97.1,,637
8/27/2016,17:00:00,,14.64,,7.26,,0.04,,0.3,,9.17,,10.4,,97.6,,637
8/27/2016,17:15:00,,14.68,,7.25,,0.04,,0.3,,9.19,,10.4,,97.4,,637
8/27/2016,17:30:00,,14.71,,7.24,,0.04,,0.4,,9.2,,10.4,,97.4,,637
8/27/2016,17:45:00,,14.74,,7.24,,0.04,,0.4,,9.18,,10.3,,97.6,,637
8/27/2016,18:00:00,,14.76,,7.25,,0.04,,0.8,,9.14,,10.3,,97.7,,637
8/27/2016,18:15:00,,14.76,,7.25,,0.04,,0.5,,9.11,,10.2,,97.7,,637
8/27/2016,18:30:00,,14.75,,7.24,,0.04,,0.3,,9.07,,10.2,,97.4,,637
8/27/2016,18:45:00,,14.75,,7.24,,0.04,,0.6,,9.06,,10.2,,97.6,,637
8/27/2016,19:00:00,,14.76,,7.24,,0.04,,0.5,,9.08,,10.1,,97.8,,637
8/27/2016,19:15:00,,14.75,,7.24,,0.04,,0.4,,9.05,,10.1,,97.8,,637
8/27/2016,19:30:00,,14.74,,7.24,,0.04,,0.4,,9,,10.1,,97.8,,637
8/27/2016,19:45:00,,14.73,,7.23,,0.04,,0.3,,8.97,,10,,97.9,,637
8/27/2016,20:00:00,,14.7,,7.23,,0.04,,0.3,,8.96,,9.8,,97.9,,637
8/27/2016,20:15:00,,14.67,,7.23,,0.04,,0.3,,8.88,,9.7,,97.6,,637
8/27/2016,20:30:00,,14.64,,7.22,,0.04,,0.3,,8.85,,9.6,,97.7,,637
8/27/2016,20:45:00,,14.61,,7.21,,0.04,,0.4,,8.8,,9.5,,97.8,,637
8/27/2016,21:00:00,,14.58,,7.21,,0.04,,0.3,,8.78,,9.4,,97.9,,637
8/27/2016,21:15:00,,14.54,,7.2,,0.04,,0.6,,8.74,,9.2,,98.2,,637
8/27/2016,21:30:00,,14.51,,7.2,,0.04,,0.3,,8.69,,9,,97.9,,637
8/27/2016,21:45:00,,14.46,,7.18,,0.04,,0.5,,8.65,,8.7,,98.3,,637
8/27/2016,22:00:00,,14.42,,7.19,,0.04,,0.5,,8.62,,8.6,,98.2,,637
8/27/2016,22:15:00,,14.39,,7.19,,0.04,,0.4,,8.56,,8.4,,97.9,,637
8/27/2016,22:30:00,,14.34,,7.18,,0.04,,0.5,,8.54,,8.1,,98.4,,637
8/27/2016,22:45:00,,14.3,,7.17,,0.04,,0.4,,8.52,,7.7,,98.4,,637
8/27/2016,23:00:00,,14.26,,7.17,,0.04,,0.5,,8.48,,7.3,,98.1,,637
8/27/2016,23:15:00,,14.22,,7.17,,0.04,,0.6,,8.45,,6.8,,98.5,,637
8/27/2016,23:30:00,,14.18,,7.16,,0.04,,0.1,,8.43,,5.1,,98.6,,637
8/27/2016,23:45:00,,14.14,,7.16,,0.04,,0,,8.48,,5,,98.2,,637
8/28/2016,0:00:00,,14.09,,7.15,,0.04,,0,,8.46,,4.6,,98.3,,637
8/28/2016,0:15:00,,14.05,,7.15,,0.04,,0,,8.56,,4.6,,98.3,,637
8/28/2016,0:30:00,,14.01,,7.14,,0.04,,0,,8.84,,4.6,,98.7,,637
8/28/2016,0:45:00,,13.96,,7.16,,0.04,,0,,0,,4.6,,98.9,,637
8/28/2016,1:00:00,,13.92,,7.15,,0.04,,0,,0,,4.6,,98.9,,637
8/28/2016,1:15:00,,13.88,,7.15,,0.04,,0,,0,,4.5,,98.9,,637
8/28/2016,1:30:00,,13.83,,7.15,,0.04,,0,,0,,4.4,,98.5,,637
8/28/2016,1:45:00,,13.79,,7.14,,0.04,,0,,0,,4.4,,99,,637
8/28/2016,2:00:00,,13.74,,7.15,,0.04,,0,,0,,4.3,,98.8,,637
8/28/2016,2:15:00,,13.7,,7.14,,0.04,,0,,0,,4,,99.1,,637
8/28/2016,2:30:00,,13.66,,7.14,,0.04,,0,,0,,3.9,,99.1,,637
8/28/2016,2:45:00,,13.61,,7.14,,0.04,,0,,0,,3.9,,99,,637
8/28/2016,3:00:00,,13.57,,7.14,,0.04,,0,,0,,0,,99,,637
8/28/2016,3:15:00,,13.52,,7.14,,0.04,,0,,0,,0,,99.3,,637
8/28/2016,3:30:00,,13.48,,7.14,,0.04,,0,,0,,0,,99.1,,637
8/28/2016,3:45:00,,13.43,,7.13,,0.04,,0,,0,,0,,99.6,,637
8/28/2016,4:00:00,,13.39,,7.13,,0.04,,0,,0,,0,,99.5,,637
Power loss from 010170 000000 to 082816 041429,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 041429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 041440,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 041440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 041451,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 041451,,,,,,,,,,,,,,,,,
8/28/2016,4:15:00,,13.35,,7.15,,0.04,,999999,#,0,,0,,99.7,,637
Power loss from 010170 000000 to 082816 042924,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 042924,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 042935,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 042935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 042945,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 042945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 042956,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 042956,,,,,,,,,,,,,,,,,
8/28/2016,4:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 044413,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 044413,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 044433,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 044433,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 044443,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 044443,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 044454,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 044454,,,,,,,,,,,,,,,,,
8/28/2016,4:45:00,,NaN,?,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 045912,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 045912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 045924,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 045924,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 045935,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 045935,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 045946,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 045946,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 045957,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 045957,,,,,,,,,,,,,,,,,
8/28/2016,5:00:01,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 051424,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 051424,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 051434,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 051434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 051444,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 051444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 051455,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 051455,,,,,,,,,,,,,,,,,
8/28/2016,5:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 052911,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 052911,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 052922,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 052922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 052932,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 052932,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 052943,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 052943,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 052953,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 052953,,,,,,,,,,,,,,,,,
8/28/2016,5:30:00,,NaN,?,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 054418,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 054418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 054429,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 054429,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 054439,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 054439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 054449,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 054449,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 054459,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 054459,,,,,,,,,,,,,,,,,
8/28/2016,5:45:03,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 055909,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 055909,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 055920,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 055920,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 055931,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 055931,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 055941,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 055941,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 055952,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 055952,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 061408,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 061408,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 061419,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 061419,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 061430,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 061430,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 061440,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 061440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 061451,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 061451,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 061500,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 061500,,,,,,,,,,,,,,,,,
8/28/2016,6:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 062915,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 062915,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 062926,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 062926,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 062936,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 062936,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 062945,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 062945,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 062950,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 062950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 062959,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 062959,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 064407,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 064407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 064418,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 064418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 064428,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 064428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 064439,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 064439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 064448,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 064448,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 064453,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 064453,,,,,,,,,,,,,,,,,
8/28/2016,6:45:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 065907,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 065907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 065917,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 065917,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 065928,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 065928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 065938,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 065938,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 065942,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 065942,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 065952,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 065952,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 065957,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 065957,,,,,,,,,,,,,,,,,
8/28/2016,7:00:01,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 071407,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 071407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 071417,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 071417,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 071427,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 071427,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 071437,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 071437,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 071442,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 071442,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 071452,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 071452,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 071456,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 071456,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 072906,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 072906,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 072916,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 072916,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 072927,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 072927,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 072936,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 072936,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 072941,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 072941,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 072950,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 072950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 072955,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 072955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 073000,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 073000,,,,,,,,,,,,,,,,,
8/28/2016,7:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
Power loss from 010170 000000 to 082816 074411,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 074411,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 074421,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 074421,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 074426,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 074426,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 074435,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 074435,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 074440,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 074440,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 074445,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 074445,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 074454,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 074454,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 074459,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 074459,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 075905,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 075905,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 075915,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 075915,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 075925,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 075925,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 075930,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 075930,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 075939,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 075939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 075944,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 075944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 075949,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 075949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 075953,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 075953,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 075958,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 075958,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 081405,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 081405,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 081415,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 081415,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 081425,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 081425,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 081430,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 081430,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 081439,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 081439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 081444,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 081444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 081448,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 081448,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 081453,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 081453,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 081458,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 081458,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 082904,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 082904,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 082915,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 082915,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 082816 082925,,,,,,,,,,,,,,,,,
Late probe turn on at 082816 082925,,,,,,,,,,,,,,,,,
