HYDROLAB MS5 64822,,,,,,,,,,,,,,,,,
Log File Name : Beaver_080416_081916,,,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 080216,,,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 120414,,,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 080416,,,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 080000,,,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 081916,,,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO%,,LDO,,IBatt,,SpCond
MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,Sat,,mg/l,,Volts,,æS/cm
,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 080416 104758,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 181416,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 181422,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 181422,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 181427,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 181427,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 181432,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 181432,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 181438,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 181438,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 181443,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 181443,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 181448,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 181448,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 181454,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 181454,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 181459,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 181459,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182917,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182917,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182922,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182927,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182927,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182933,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182933,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182938,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182938,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182943,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182943,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182949,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182954,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182954,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 182959,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 182959,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184407,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184416,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184416,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184422,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184422,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184427,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184427,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184432,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184432,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184437,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184437,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184443,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184443,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184448,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184448,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184453,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184453,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 184459,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 184459,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185917,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185917,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185922,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185928,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185933,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185933,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185939,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185944,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185949,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 185955,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 185955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 190000,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 190000,,,,,,,,,,,,,,,,,
8/18/2016,19:00:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 191407,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191417,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191417,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191423,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191423,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191428,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191433,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191433,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191438,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191438,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191449,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191449,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191454,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191454,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 191500,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 191500,,,,,,,,,,,,,,,,,
8/18/2016,19:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 192907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192911,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192911,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192917,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192917,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192922,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192927,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192927,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192933,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192933,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192938,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192938,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192943,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192943,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192949,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192954,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192954,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 192959,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 192959,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194407,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194411,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194411,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194417,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194417,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194422,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194422,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194428,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194433,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194433,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194438,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194438,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194449,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194449,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194454,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194454,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 194459,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 194459,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195917,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195917,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195922,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195922,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195927,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195927,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195933,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195933,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195938,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195938,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195943,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195943,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195949,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195949,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195954,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195954,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 195959,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 195959,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201407,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201418,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201423,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201423,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201428,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201434,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201439,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201450,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201455,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 201500,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 201500,,,,,,,,,,,,,,,,,
8/18/2016,20:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 202907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 202912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 202918,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202918,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 202923,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202923,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 202928,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 202934,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 202939,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 202944,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 202950,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 202955,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 202955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 203000,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 203000,,,,,,,,,,,,,,,,,
8/18/2016,20:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 204407,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 204412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 204418,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 204423,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204423,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 204428,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 204434,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 204439,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 204444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 204450,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 204455,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 204455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205918,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205918,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205923,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205923,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205928,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205933,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205933,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205939,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205944,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205950,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 205955,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 205955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211407,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211418,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211423,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211423,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211428,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211434,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211439,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211450,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 211455,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 211455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212918,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212918,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212923,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212923,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212928,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212934,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212939,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212944,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212950,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 212955,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 212955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 213000,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 213000,,,,,,,,,,,,,,,,,
8/18/2016,21:30:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 214407,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214418,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214423,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214423,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214428,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214434,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214439,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214450,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214455,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 214500,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 214500,,,,,,,,,,,,,,,,,
8/18/2016,21:45:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 215907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 215912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 215918,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215918,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 215923,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215923,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 215928,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 215934,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 215939,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215939,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 215944,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215944,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 215950,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215950,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 215955,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 215955,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 220000,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 220000,,,,,,,,,,,,,,,,,
8/18/2016,22:00:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 221407,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221407,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221412,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221412,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221418,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221418,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221423,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221423,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221428,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221428,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221434,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221434,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221439,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221439,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221444,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221444,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221450,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221450,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221455,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221455,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 221500,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 221500,,,,,,,,,,,,,,,,,
8/18/2016,22:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,NaN,,0,,NaN
Power loss from 010170 000000 to 081816 222907,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 222907,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 222912,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 222912,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 222918,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 222918,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 222923,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 222923,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 222928,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 222928,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 222934,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 222934,,,,,,,,,,,,,,,,,
Power loss from 010170 000000 to 081816 222939,,,,,,,,,,,,,,,,,
Late probe turn on at 081816 222939,,,,,,,,,,,,,,,,,
