"","(Intercept)","cont_area","elev_mean","prcp","shrub","slope_P","sweM1","tair","wetland","cont_area:elev_mean","model.rmse","df","logLik","AICc","delta","weight"
"211",0.757544301484851,NA,-0.00868485031322553,NA,NA,-0.0435349916451348,NA,0.880593722133279,0.0189346649611216,NA,1.75227957202592,7,-5219.20755948402,10452.4578507498,667.023764651529,6.0160968286123e-146
"111",2.13791204385127,NA,-0.0131419928587171,-0.130959638172603,0.026635594398677,NA,-0.0031205067698288,0.800820158611394,NA,NA,1.7549504040377,8,-5223.03736065954,10462.1296831511,676.695597052856,4.7764264725393e-148
"107",1.93137996785447,NA,-0.0130658440131477,NA,0.0267542396759071,NA,-0.00346346692115386,0.809412555474187,NA,NA,1.75857025104949,7,-5228.3904998827,10470.8237315472,685.389645448873,6.18321680715437e-150
"79",1.88982976828107,NA,-0.0139505894834613,-0.146447729824796,0.02477978074474,NA,NA,0.82573158696598,NA,NA,1.75850628171364,7,-5228.79909421615,10471.6409202141,686.206834115774,4.10926558004055e-150
"75",1.6242711664553,NA,-0.013964495050155,NA,0.02468307956237,NA,NA,0.838587854672178,NA,NA,1.76304508059681,6,-5235.5501999084,10483.1324364301,697.698350331795,1.31344886563549e-152
"245",0.333937534161948,NA,NA,-0.116781626575463,NA,-0.595965879057051,-0.00335454449825988,0.87682418238363,0.0240564751933331,NA,1.77187232720429,8,-5247.23193828719,10510.5188384064,725.084752308163,1.48433367716379e-158
"103",2.51729840636977,NA,-0.0110802264787882,-0.134067474610638,NA,NA,-0.00205501441950081,0.805975158680412,NA,NA,1.77436466014937,7,-5251.14849689173,10516.3397255652,730.905639466933,8.08243004866202e-160
"241",0.159374880004161,NA,NA,NA,NA,-0.591145922804701,-0.00363807686950474,0.884278950157877,0.0240555694423498,NA,1.77470292149679,7,-5251.41641735592,10516.8755664936,731.441480395317,6.1828053693078e-160
"119",2.50643694003634,NA,-0.0107579448374989,-0.133820197474413,NA,-0.0419804160095854,-0.00193977082954917,0.806409674373627,NA,NA,1.77436783390037,8,-5251.06136481453,10518.1776914611,732.74360536285,3.2242798660222e-160
"71",2.33338839085208,NA,-0.0117238113742118,-0.144363631334249,NA,NA,NA,0.822481459978405,NA,NA,1.77577962302703,6,-5253.65158544198,10519.3352074972,733.901121398952,1.80751253479139e-160
"87",2.33173245882792,NA,-0.0108643418826398,-0.142379928780172,NA,-0.100646058279453,NA,0.821306543262502,NA,NA,1.77558931245221,7,-5253.10665975,10520.2560512818,734.821965183475,1.14057180232442e-160
"213",0.0485299863723009,NA,NA,-0.131161797266109,NA,-0.721000000541904,NA,0.901834091054836,0.0234927766547483,NA,1.77571259286588,7,-5253.32682745517,10520.6963866921,735.262300593828,9.15176819031188e-161
"99",2.30772939802622,NA,-0.0109927257646478,NA,NA,NA,-0.00240179161108217,0.81479655438299,NA,NA,1.77813120004444,6,-5256.63727207415,10525.3065807616,739.872494663296,9.12880833078786e-162
"115",2.29619616870049,NA,-0.0106331067136388,NA,NA,-0.0468943913018757,-0.00227216611425857,0.815260712492696,NA,NA,1.77812618125192,7,-5256.52886412295,10527.1004600277,741.666373929382,3.72287243652149e-162
"209",-0.177290969605679,NA,NA,NA,NA,-0.727523691108927,NA,0.912703761926055,0.0234365467056551,NA,1.77928971724873,6,-5258.63531416991,10529.3026649531,743.868578854805,1.23787112311415e-162
"125",1.03221734961522,NA,NA,-0.109927720961966,0.0455237053268827,-1.48764191519462,-0.0022507519585148,0.824329958574054,NA,NA,1.77688801290445,8,-5256.72800329573,10529.5109684235,744.076882325242,1.11543150801261e-162
"67",2.07022902700822,NA,-0.0117463280615744,NA,NA,NA,NA,0.835162080085724,NA,NA,1.78014810717842,5,-5260.08652091074,10530.1959163926,744.76183029429,7.9196929902503e-163
"83",2.07294268672851,NA,-0.0107490012172302,NA,NA,-0.116788437337166,NA,0.833584634864226,NA,NA,1.77985448565195,6,-5259.3539064587,10530.7398495307,745.305763432394,6.03385356521863e-163
"93",0.813842233431147,NA,NA,-0.119630180985591,0.0457082675022433,-1.56874263315491,NA,0.841983527453345,NA,NA,1.77865028145768,7,-5259.47975810123,10533.0022479842,747.568161885943,1.94679931163864e-163
"121",0.863839388458458,NA,NA,NA,0.045704751334675,-1.48522120341642,-0.00251703720514873,0.831342812159416,NA,NA,1.77936176495053,7,-5260.41368138175,10534.8700945453,749.436008446979,7.65109257473422e-164
"89",0.600280180283561,NA,NA,NA,0.0459299093424836,-1.57661216934518,NA,0.851994081490108,NA,NA,1.78159977303,6,-5263.88092110176,10539.7938788168,754.35979271852,6.52435054610363e-165
"237",-0.866228840622661,NA,NA,-0.105006987548377,0.00886561727638805,NA,-0.00868324544793763,0.906173485170488,0.0334849137963971,NA,1.79595556315623,8,-5282.69446906262,10581.4438999573,796.009813859017,5.89318549059385e-174
"233",-1.02412653913948,NA,NA,NA,0.00909882486231723,NA,-0.00892521640409783,0.912764299990426,0.0334590965770217,NA,1.79819479155197,7,-5285.9883163537,10586.0193644892,800.585278390883,5.98136922323523e-175
"229",-0.578865972933215,NA,NA,-0.107913683071515,NA,NA,-0.00790335589882644,0.903072019700792,0.032221194072822,NA,1.79859754172599,7,-5286.16055952941,10586.3638508406,800.929764742299,5.03496378323051e-175
"225",-0.733205827949785,NA,NA,NA,NA,NA,-0.00813108429649071,0.909762404541714,0.0321608832313322,NA,1.80097210661158,6,-5289.63157924475,10591.2951951028,805.861109004485,4.27728856095209e-176
"117",1.75248183414481,NA,NA,-0.116916190650389,NA,-0.944217393013745,-0.00246988937623157,0.830246360290739,NA,NA,1.81797230043607,7,-5313.5495951222,10641.1419220262,855.707835927873,6.41341478134904e-187
"85",1.51039103851054,NA,NA,-0.127515510131858,NA,-1.03064005573597,NA,0.849747540020522,NA,NA,1.81994437390452,6,-5316.71855414148,10645.4691448962,860.03505879795,7.36961535527497e-188
"113",1.57860799498149,NA,NA,NA,NA,-0.939519231987923,-0.00275163332905069,0.837682294984027,NA,NA,1.82071442125143,6,-5317.53478299477,10647.1016026028,861.667516504525,3.25807542608628e-188
"81",1.28811687773834,NA,NA,NA,NA,-1.03631176591754,NA,0.860404749275852,NA,NA,1.82321717909522,5,-5321.49675509962,10653.0163847703,867.582298672052,1.69270978885978e-189
"197",-2.15082937915945,NA,NA,-0.149099195142075,NA,NA,NA,1.00363230663178,0.0359870458538055,NA,1.82914867107879,6,-5331.39375065902,10674.8195379313,889.385451833024,3.11952128160493e-194
"205",-2.02749655635721,NA,NA,-0.148768117055307,-0.00247144421198248,NA,NA,0.999988176056962,0.0355324204810344,NA,1.82901375698608,7,-5331.0992981408,10676.2413280634,890.807241965091,1.53232239324307e-194
"193",-2.43053997205575,NA,NA,NA,NA,NA,NA,1.01705262354713,0.0360515058096893,NA,1.83364064448832,5,-5337.86359401223,10685.7500625956,900.315976497273,1.3199414882462e-196
"201",-2.30037470030272,NA,NA,NA,-0.00259396285691766,NA,NA,1.01319539400688,0.0355743126127176,NA,1.83348942105483,6,-5337.54081280034,10687.1136622139,901.679576115666,6.6750232827132e-197
"109",1.07695720856176,NA,NA,-0.101944010778759,-0.00558870821173313,NA,-0.0102724121687564,0.849179447936512,NA,NA,1.89782524069386,7,-5425.3995430315,10864.8418178448,1079.40773174649,1.70323334232704e-235
"101",0.929474079285444,NA,NA,-0.0998533998072601,NA,NA,-0.010836496662306,0.849903070374558,NA,NA,1.89858251744709,6,-5426.7240836528,10865.4802039189,1080.0461178206,1.23779970702822e-235
"105",0.922072400994752,NA,NA,NA,-0.00535061477282244,NA,-0.0105047007065366,0.855608517403313,NA,NA,1.89976697286574,6,-5428.18056663,10868.3931698733,1082.95908377499,2.88474783164416e-236
"97",0.783307805234266,NA,NA,NA,NA,NA,-0.0110407927510827,0.856184591851395,NA,NA,1.90044850981139,5,-5429.3922688802,10868.8074123315,1083.37332623321,2.34507236411878e-236
"77",-0.211687337847707,NA,NA,-0.153812114631451,-0.0200953959913803,NA,NA,0.958472290927431,NA,NA,1.94236561905889,6,-5486.69077046634,10985.413577546,1199.97949144767,1.12059632644887e-261
"73",-0.490086872082586,NA,NA,NA,-0.0202456318004532,NA,NA,0.972016249686618,NA,NA,1.94681979632754,5,-5492.79837453211,10995.6196236353,1210.18553753705,6.81136957474173e-264
"69",-1.1121357548315,NA,NA,-0.157272243434137,NA,NA,NA,0.98648002564238,NA,NA,1.95596262752313,5,-5505.70101916147,11021.424912894,1235.99082679575,1.69702046866259e-269
"65",-1.4050857414738,NA,NA,NA,NA,NA,NA,1.0005694529855,NA,NA,1.960574155633,4,-5511.99759407598,11032.0104320544,1246.57634595612,8.53239202064952e-272
"304",10.9081354738463,0.000230053987736306,-0.015400248019814,-0.292064588853349,0.0613497981031445,NA,-0.0136989978934792,NA,NA,0.000103897015929354,2.03980294988637,9,-5618.49238083533,11255.053490193,1469.61940409472,3.1467040983629e-320
"432",11.0034994718094,0.000448152724027177,-0.0153883676257441,-0.291746242931082,0.0599238114055911,NA,-0.0135148656576909,NA,-0.00274183052844409,0.000101041800161296,2.03955202240808,10,-5618.0505033752,11256.1850403638,1470.75095426556,1.78703544100779e-320
"320",10.9288536796723,0.000210894740593061,-0.0158990682244255,-0.292328391943635,0.0602024939442365,0.0756758335756132,-0.0138371559874213,NA,NA,0.000104790268092846,2.03968864427888,10,-5618.34627410488,11256.7765818232,1471.34249572493,1.32953065295879e-320
"448",11.0107260843919,0.000418306228739547,-0.0157375634815407,-0.291953551516849,0.0592313740643826,0.0528298647066464,-0.0136251867711361,NA,-0.00253502338956495,0.000101881521762635,2.03948919980664,11,-5617.98171833629,11258.0643155415,1472.63022944323,6.98608823219523e-321
"300",10.6840628219643,0.000185084690795581,-0.0153767582131046,NA,0.0623308198183544,NA,-0.0147527987493337,NA,NA,0.000105678841811487,2.0553176877312,8,-5638.37244109021,11292.7998440125,1507.36575791419,0
"428",10.7847504405582,0.000414410256070406,-0.0153644135779614,NA,0.0608296205614211,NA,-0.0145578359100241,NA,-0.00288184604366849,0.000102672983017982,2.05503932496543,9,-5637.89159295934,11293.851914441,1508.41782834273,0
"316",10.7019733961396,0.000168253890957686,-0.015813580610469,NA,0.0613262966799454,0.0662992796526708,-0.0148749534666392,NA,NA,0.000106463447660879,2.05523435644464,9,-5638.26192451887,11294.5925775601,1509.1584914618,0
"444",10.7903025259687,0.000390744441817949,-0.0156410009775445,NA,0.0602813595519957,0.0418648206593261,-0.0146460331261038,NA,-0.00271824407243329,0.000103339784902159,2.05500091432451,10,-5637.84901150323,11295.7820566199,1510.34797052162,0
"440",12.3216291767683,0.00215773606782759,-0.0143440403737205,-0.307715180838101,NA,0.59826333385291,-0.013105887802782,NA,-0.00926753045572434,6.34925801444886e-05,2.08540099773637,10,-5676.84273991813,11373.7695134497,1588.33542735143,0
"312",12.0937464780821,0.0014719539665291,-0.0148941686048928,-0.310191261122251,NA,0.721726446746354,-0.0138878151206924,NA,NA,7.22468272733282e-05,2.08900627365592,9,-5681.71149626771,11381.4917210578,1596.05763495948,0
"424",12.4061389084072,0.00280444281484727,-0.0095972953696439,-0.307187948042206,NA,NA,-0.0116680907967255,NA,-0.0129868114543136,4.70380766790312e-05,2.09370070258203,9,-5686.23552779991,11390.5397841222,1605.10569802387,0
"192",12.2302266865522,0.0042010082824483,-0.00811451341757164,-0.307940011260955,0.0308607390532517,-0.430940629129019,-0.0124232844541728,NA,-0.0176776642282806,NA,2.0980507608423,10,-5692.27386928533,11404.6317721841,1619.19768608582,0
"296",12.0872138026928,0.0019618939089972,-0.00894617374416527,-0.310821301061276,NA,NA,-0.0123979247475053,NA,NA,5.52029118072801e-05,2.10162847369791,8,-5696.55451856685,11409.1639989658,1623.72991286749,0
"176",12.3908839019301,0.00420862036834121,-0.010664116429763,-0.31104068700919,0.0227340837997286,NA,-0.0132847044648107,NA,-0.0169125038134884,NA,2.10137056597065,9,-5696.91601172525,11411.9007519728,1626.46666587456,0
"436",12.1107673941296,0.00216266117900985,-0.014198340227296,NA,NA,0.595377376385064,-0.0141769284599966,NA,-0.00959711917048161,6.42945395588476e-05,2.10234147283193,9,-5697.95833246264,11413.9853934476,1628.55130734933,0
"416",11.4601378754663,0.00126125511388338,-0.0162355631874675,-0.381455683335977,0.0563425705982685,-0.455692753616532,NA,NA,-0.0113956444143577,9.2232593179084e-05,2.10108538409727,10,-5697.47340157904,11415.0308367715,1629.59675067324,0
"308",11.8725181054834,0.00145232895626826,-0.0147668085784119,NA,NA,0.723305790944592,-0.014996456224806,NA,NA,7.33757116251057e-05,2.10618484242718,8,-5703.09749875854,11422.2499593491,1636.81587325087,0
"400",11.5720396248147,0.0010498621040875,-0.0195397664670434,-0.390154140995807,0.0495625820298981,NA,NA,NA,-0.0101472131613309,9.91971413114088e-05,2.10493529363225,9,-5702.62262794592,11423.3139844142,1637.87989831589,0
"288",11.1071712911267,0.000337399750824826,-0.0170359017553962,-0.389883310369617,0.0607371894816285,-0.385495104192852,NA,NA,NA,0.000105296496621507,2.10652191293581,9,-5704.78747472358,11427.6436779695,1642.20959187122,0
"420",12.1968030104193,0.00280645952695772,-0.00947680614377067,NA,NA,NA,-0.012743279825115,NA,-0.0133007518961718,4.78994237038399e-05,2.1105157863341,8,-5707.11717448951,11430.2893108111,1644.8552247128,0
"272",11.237176838287,0.000242821573200905,-0.0198024701726168,-0.396592265857483,0.0544737541469086,NA,NA,NA,NA,0.000110049364747701,2.10935920835141,8,-5708.5095222941,11433.0740064203,1647.63992032198,0
"168",12.7672384849691,0.00440545155530251,-0.0088129967886812,-0.31395678117332,NA,NA,-0.0122991888611714,NA,-0.0184254241254322,NA,2.11300376624329,8,-5711.03843547742,11438.1318327869,1652.69774668862,0
"184",12.7696922641182,0.00440086616916026,-0.00904196298298383,-0.314109989668416,NA,0.0305560569607741,-0.0123835551959511,NA,-0.0183317688174476,NA,2.11292508969053,9,-5711.0066997475,11440.0821280173,1654.64804191906,0
"64",11.8475478970689,0.00336134718173692,-0.00768429359834352,-0.315115326853507,0.0322041289794922,-0.352479225215451,-0.013901818881204,NA,NA,NA,2.11329334711007,9,-5712.27710189272,11442.6229323078,1657.1888462095,0
"188",12.0141830292238,0.0042301790881478,-0.00788896299351556,NA,0.0315321456453106,-0.450310148792535,-0.0134870854886317,NA,-0.0181135194918241,NA,2.11491373378401,9,-5713.16554230079,11444.3998131239,1658.96572702563,0
"48",11.9940280634654,0.00339753805821318,-0.0097977258013498,-0.317432052985278,0.0254234423002128,NA,-0.0145627432128181,NA,NA,NA,2.11556961964776,8,-5715.3455285602,11446.7460189525,1661.31193285418,0
"190",11.6523213228563,0.00470482892786248,NA,-0.299215229409915,0.0347469501020884,-1.07345096282461,-0.0130195403858595,NA,-0.0165438326789285,NA,2.11661401379928,9,-5714.6163113032,11447.3013511287,1661.86726503046,0
"292",11.8669100233277,0.00194342208392987,-0.00880727816665612,NA,NA,NA,-0.0135047782909635,NA,NA,5.6281498505577e-05,2.11877441407864,7,-5717.77433570602,11449.5914031938,1664.15731709553,0
"172",12.1782102335455,0.0042387393315352,-0.0105494369989254,NA,0.0230493622477123,NA,-0.0144019949243205,NA,-0.0173178323826681,NA,2.11855466418747,8,-5718.16799790708,11452.3909576462,1666.95687154793,0
"412",11.2073438688896,0.00130906675470697,-0.01614769155227,NA,0.0574814947183499,-0.52230919050185,NA,NA,-0.0125363824755407,9.32392565677872e-05,2.12726093988956,9,-5730.02012194662,11478.1089724156,1692.67488631729,0
"164",12.5574961822266,0.00443847687538259,-0.00867051850765222,NA,NA,NA,-0.0134146948248338,NA,-0.0188544695497879,NA,2.13043405023599,7,-5732.45453930855,11478.9518103989,1693.51772430058,0
"40",12.3790627509071,0.00353883456622214,-0.00761627761583595,-0.321377608748869,NA,NA,-0.0135800052183844,NA,NA,NA,2.13007956315201,7,-5732.90288660318,11479.8485049881,1694.41441888984,0
"62",11.3099846443398,0.00388948847203259,NA,-0.306237553509672,0.0359833149844208,-0.970295796243639,-0.0143824680614976,NA,NA,NA,2.12983231691889,8,-5731.94273127914,11479.9404243903,1694.50633829206,0
"56",12.3978920885343,0.00353785421134353,-0.008653599727484,-0.321884430004403,NA,0.135068312679544,-0.0139277679934953,NA,NA,NA,2.12940272476146,8,-5732.28030253378,11480.6155668996,1695.18148080134,0
"180",12.5589823709874,0.00443550627294387,-0.00881989043707056,NA,NA,0.01995055960908,-0.0134701513718858,NA,-0.0187933696511906,NA,2.1303881781042,8,-5732.44121760411,11480.9373970403,1695.50331094201,0
"60",11.6152535053928,0.00337039950535264,-0.00743865578179978,NA,0.0329381608977115,-0.370699360529267,-0.0150290843914011,NA,NA,NA,2.13080686439087,8,-5733.84388506325,11483.7427319586,1698.30864586028,0
"186",11.4602349495267,0.00471913517035393,NA,NA,0.035287604969271,-1.07482276494835,-0.0140337218024638,NA,-0.0169814226772428,NA,2.13232650547805,8,-5734.02667340668,11484.1083086454,1698.67422254714,0
"44",11.7666328640763,0.00340872185095856,-0.00965864968576603,NA,0.0258122095567925,NA,-0.0157351672827143,NA,NA,NA,2.13333366326767,7,-5737.18848543386,11488.4197026495,1702.9856165512,0
"396",11.3288910227842,0.00106729359093799,-0.019944794539901,NA,0.049713604825464,NA,NA,NA,-0.0111330608831721,0.000101281098432625,2.132333103388,8,-5736.64063029189,11489.3362224158,1703.90213631757,0
"182",12.1765756422579,0.00499757786367103,NA,-0.304946494780388,NA,-0.630804703338243,-0.0131076693181219,NA,-0.0172951081023414,NA,2.13669135913908,8,-5738.19461403116,11492.4441898944,1707.01010379609,0
"284",10.811311543472,0.000291513795360544,-0.0170258974561716,NA,0.062363372132373,-0.446818206703056,NA,NA,NA,0.000107673937007416,2.13381251433198,8,-5738.6699215636,11493.3948049593,1707.96071886099,0
"268",10.956206905312,0.000180646720894923,-0.0202407523505896,NA,0.0551145737257619,NA,NA,NA,NA,0.000113249409046817,2.13762651006455,7,-5743.55451441929,11501.1517606204,1715.71767452207,0
"392",12.7110669583402,0.00297654905122921,-0.0141695790148326,-0.391762793447625,NA,NA,NA,NA,-0.0179522839789101,5.35396927241712e-05,2.14161571484035,8,-5747.78087929922,11511.6167204305,1726.18263433222,0
"408",12.7042144898962,0.00288366491262905,-0.0149602667991967,-0.39341050435626,NA,0.0890287152527192,NA,NA,-0.0174957336291339,5.61053872372175e-05,2.14132071616025,9,-5747.56196084271,11513.1926502078,1727.75856410948,0
"58",11.1027271820047,0.00388208827748832,NA,NA,0.0365715324629929,-0.968789902378493,-0.015460498815666,NA,NA,NA,2.14619614410968,7,-5752.0285732307,11518.0998782432,1732.66579214487,0
"36",12.1542897373725,0.00355239507240494,-0.00744050239304606,NA,NA,NA,-0.0147537910779178,NA,NA,NA,2.14818755910291,6,-5754.99018184648,11522.0124003062,1736.57831420796,0
"52",12.1714771446211,0.00355153755931647,-0.00841566796710089,NA,NA,0.12704583864601,-0.015082708735767,NA,NA,NA,2.14758166777206,7,-5754.44813586379,11522.9390035094,1737.50491741107,0
"54",11.8399654613277,0.00416128361004632,NA,-0.31251232116504,NA,-0.504639123455568,-0.0145347944998245,NA,NA,NA,2.15096779960212,7,-5756.82407684367,11527.6908854691,1742.25679937082,0
"160",12.5488088635008,0.00464152666209672,-0.0092801652668943,-0.388963755197679,0.0306531422945547,-0.852456236328211,NA,NA,-0.0244598462052244,NA,2.14807528893922,9,-5755.5763637045,11529.2214559313,1743.78736983305,0
"178",11.9900550193997,0.00501627026311373,NA,NA,NA,-0.625309231155899,-0.0141433546167533,NA,-0.0177513925969135,NA,2.15290207636054,7,-5757.9842283179,11530.0111884176,1744.57710231928,0
"280",12.2980581890783,0.0016033587031142,-0.0161150751523412,-0.408519443553018,NA,0.272520918306615,NA,NA,NA,7.25945977995427e-05,2.15484272392824,8,-5764.83424995098,11545.723461734,1760.28937563575,0
"264",12.2870122198794,0.0017961610617128,-0.0136552166705503,-0.404444685356305,NA,NA,NA,NA,NA,6.56728855721162e-05,2.15686125127587,7,-5766.97570021086,11547.9941322035,1762.56004610519,0
"166",11.5766608277108,0.0054741385389543,NA,-0.301034949482461,NA,NA,-0.0178124805318718,NA,-0.0117816680133143,NA,2.1604857187503,7,-5767.38431124809,11548.8113542779,1763.37726817967,0
"174",11.5055367088514,0.00547781647854095,NA,-0.300395686676777,0.00260877258488199,NA,-0.0180566153689231,NA,-0.0114492538775202,NA,2.16029368131737,8,-5767.17383902237,11550.4026398768,1764.96855377852,0
"152",13.0893789895532,0.00483948317854736,-0.010234316924953,-0.394933250670161,NA,-0.389275553547435,NA,NA,-0.0251151033124204,NA,2.16233013408972,8,-5773.06761107437,11562.1901839808,1776.75609788252,0
"144",12.9495114388996,0.00472347208588747,-0.0148633094932099,-0.407493137423829,0.0132304158941894,NA,NA,NA,-0.0238883411155321,NA,2.16216842208315,8,-5773.82514113894,11563.7052441099,1778.27115801166,0
"38",11.4148038987767,0.00479583933093198,NA,-0.307076784511818,NA,NA,-0.018179249883597,NA,NA,NA,2.16750249926829,6,-5776.50412296381,11565.0402825409,1779.6061964426,0
"46",11.2706977936212,0.00484493610677684,NA,-0.305321707412984,0.00562699931620907,NA,-0.0186838558973045,NA,NA,NA,2.16666164017432,7,-5775.49954796325,11565.0418277083,1779.60774160999,0
"50",11.6374406022329,0.00415805705690919,NA,NA,NA,-0.4953445029767,-0.0156394247085943,NA,NA,NA,2.16788775840175,6,-5777.33729937425,11566.7066353618,1781.27254926348,0
"136",13.1535908391801,0.00481845770697791,-0.0135675239309853,-0.404916841633358,NA,NA,NA,NA,-0.0244840785008069,NA,2.16617301971481,7,-5778.49682834624,11571.0363884742,1785.60230237596,0
"388",12.4703979023427,0.00300001017984265,-0.0145598841526411,NA,NA,NA,NA,NA,-0.0189673483160738,5.54923487070651e-05,2.16878078824406,7,-5780.9270850546,11575.896901891,1790.46281579268,0
"404",12.4676305625029,0.00296787158574764,-0.0148342349371004,NA,NA,0.030831800138337,NA,NA,-0.0188107032514597,5.63842913563752e-05,2.16871956335025,8,-5780.90140373709,11577.8577693062,1792.42368320795,0
"158",11.8820870840536,0.00524300634324882,NA,-0.383133540986902,0.0354423952551903,-1.62104532887913,NA,NA,-0.0235598594603892,NA,2.1714763972209,8,-5783.27351152622,11582.6019848845,1797.16789878623,0
"162",11.3978423270459,0.00548825423376533,NA,NA,NA,NA,-0.0187930933883938,NA,-0.0122729150656462,NA,2.17609436911468,6,-5786.25604888965,11584.5441343926,1799.1100482943,0
"170",11.3136484037188,0.00549262721253442,NA,NA,0.00310581696221762,NA,-0.0190810474831316,NA,-0.0118757573088787,NA,2.17582453569071,7,-5785.9618493863,11585.9664305544,1800.53234445607,0
"156",12.3023327993405,0.00472853396121321,-0.00910987507353009,NA,0.0315252588880495,-0.925064297017591,NA,NA,-0.0257767103640524,NA,2.17474771939515,8,-5787.9611055626,11591.9771729573,1806.54308685897,0
"42",11.0654335956055,0.00483591774926727,NA,NA,0.00625162019129489,NA,-0.0197515905696145,NA,NA,NA,2.18266606316856,6,-5794.80123406877,11601.6345047508,1816.20041865253,0
"34",11.2241574518115,0.00478120739363843,NA,NA,NA,NA,-0.0191980093711838,NA,NA,NA,2.18370407092218,5,-5796.02392126119,11602.0707170935,1816.6366309952,0
"32",12.0494497141492,0.00349778029854816,-0.00883791820549596,-0.413391894309201,0.0325714655514703,-0.814173621717055,NA,NA,NA,NA,2.17826450414416,8,-5793.58165062209,11603.2182630762,1817.78417697795,0
"63",12.8208005148801,NA,-0.0130591825512735,-0.318491231309934,0.0396514429528016,-0.462278906859606,-0.0144882137079173,NA,NA,NA,2.18210051497868,8,-5797.3809680322,11610.8168978965,1825.38281179819,0
"191",12.7676905849657,NA,-0.0129078133304631,-0.319031033859361,0.0396096403076183,-0.453425246406144,-0.0146011050285669,NA,0.00150051070591271,NA,2.18191308083359,9,-5797.20964747649,11612.4880234753,1827.05393737703,0
"276",12.0195411136738,0.00159085923640238,-0.0160734374423933,NA,NA,0.226234176440139,NA,NA,NA,7.41794135031037e-05,2.18422458563947,7,-5800.40555425068,11614.8538402831,1829.41975418485,0
"260",12.0129188907406,0.00175132652069757,-0.0140284889080945,NA,NA,NA,NA,NA,NA,6.84072194049682e-05,2.18563421995175,6,-5801.84529993938,11615.722636492,1830.28855039376,0
"47",13.029827717133,NA,-0.0159173183466687,-0.321627984057435,0.0308053935645061,NA,-0.0153630601329063,NA,NA,NA,2.18596050981683,7,-5802.31232896395,11618.6673897097,1833.23330361138,0
"175",12.9419626323805,NA,-0.015599929362123,-0.322365868510111,0.0309990186752873,NA,-0.0155112981115636,NA,0.00230768522255636,NA,2.1855687005046,8,-5801.90399152038,11619.8629448728,1834.42885877455,0
"148",12.8534509139162,0.00493405199433416,-0.0100831188794931,NA,NA,-0.450173957812291,NA,NA,-0.0264765961911687,NA,2.18968879988847,7,-5806.02135288833,11626.0854375584,1840.65135146013,0
"150",12.4242357345515,0.00555142793760823,NA,-0.389520392107722,NA,-1.17094437214912,NA,NA,-0.0243519816192277,NA,2.19147013017373,7,-5806.46440098588,11626.9715337535,1841.53744765524,0
"140",12.7248384598424,0.00482286780577113,-0.015182724446049,NA,0.0125859468263047,NA,NA,NA,-0.025225860287154,NA,2.19131191523239,7,-5809.01177238226,11632.0662765463,1846.63219044801,0
"16",12.4433863832983,0.00360196217606092,-0.0141794195450513,-0.430645616918476,0.0158083791443065,NA,NA,NA,NA,NA,2.19113169831927,7,-5809.73267090074,11633.5080735833,1848.07398748497,0
"132",12.9204617011214,0.00491261962998684,-0.0139478419614917,NA,NA,NA,NA,NA,-0.0257844271982789,NA,2.19489748808838,6,-5813.12997980886,11638.291996231,1852.85791013272,0
"24",12.6126418885229,0.00367596926355972,-0.00986057960490522,-0.42053821047347,NA,-0.318074254844772,NA,NA,NA,NA,2.19415011467221,7,-5812.70118023751,11639.4450922568,1854.01100615849,0
"154",11.652437546296,0.00531718715443122,NA,NA,0.0362218875451987,-1.67871213973813,NA,NA,-0.024859889650621,NA,2.19700750074597,7,-5814.05032883784,11642.1433894574,1856.70930335915,0
"8",12.6734418267194,0.0036826954666612,-0.0126030475707517,-0.428249737396089,NA,NA,NA,NA,NA,NA,2.19673949563095,6,-5816.24686866591,11644.5257739451,1859.09168784681,0
"30",11.4201846543282,0.00410946255108427,NA,-0.406826888005249,0.0372576883864293,-1.55176705227994,NA,NA,NA,NA,2.19913587338286,7,-5817.91313056598,11649.8689929137,1864.43490681545,0
"59",12.5876403526291,NA,-0.0128224596990431,NA,0.040425526951686,-0.481378506598652,-0.01562956871066,NA,NA,NA,2.1994330894461,7,-5818.05075849618,11650.1442487741,1864.71016267585,0
"187",12.545280919099,NA,-0.0127023277134088,NA,0.0403939405412048,-0.474407006278368,-0.0157204047044783,NA,0.0011873601956194,NA,2.19930820031644,8,-5817.94513918968,11651.9452402114,1866.51115411314,0
"43",12.8022132710938,NA,-0.0157964096453667,NA,0.031221236889088,NA,-0.0165543556154163,NA,NA,NA,2.20361433995697,6,-5823.32182403917,11658.6756846916,1873.24159859333,0
"171",12.7244789149657,NA,-0.0155170517720349,NA,0.0313925318324099,NA,-0.0166870765639593,NA,0.0020297954772423,NA,2.20330653712549,7,-5823.01087571737,11660.0644832165,1874.63039711823,0
"39",13.5560020974233,NA,-0.0135672027299633,-0.326696393843034,NA,NA,-0.0141943634762011,NA,NA,NA,2.20654266646731,6,-5826.58260628489,11665.1972491831,1879.76316308477,0
"55",13.5754050450979,NA,-0.0146503730080988,-0.327231391254459,NA,0.141297528127171,-0.0145593390340006,NA,NA,NA,2.20585214087799,7,-5825.94892965939,11665.9405911005,1880.50650500226,0
"167",13.5033581306335,NA,-0.0133603149925038,-0.3271767376571,NA,NA,-0.0142821413382997,NA,0.0014377080504446,NA,2.20638189084897,7,-5826.42664950828,11666.8960307983,1881.46194470004,0
