,HYDROLAB MS5 64824,,,,,,,,,,,,,,,,,
,Log File Name : Ptarmigan_062316_071616,,,,,,,,,,,,,,,,,
,Setup Date (MMDDYY) : 062316,,,,,,,,,,,,,,,,,
,Setup Time (HHMMSS) : 081045,,,,,,,,,,,,,,,,,
,Starting Date (MMDDYY) : 062316,,,,,,,,,,,,,,,,,
,Starting Time (HHMMSS) : 083000,,,,,,,,,,,,,,,,,
,Stopping Date (MMDDYY) : 071616,,,,,,,,,,,,,,,,,
,Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,
,Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,
,Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
,Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO,,IBatt,,SpCond,,BP
,MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,mg/l,,Volts,,æS/cm,,mmHg
,,,,,,,,,,,,,,,,,,
6/29/2016 1:45,6/29/2016,1:45:00,,12.58,,7.62,,0.05,,1.9,,10.17,,11.8,,118.8,,637
6/29/2016 2:00,6/29/2016,2:00:00,,12.56,,7.6,,0.05,,2.4,,10.21,,11.6,,119.2,,637
6/29/2016 2:15,6/29/2016,2:15:00,,12.53,,7.61,,0.05,,3.6,,10.17,,11.8,,118.9,,637
6/29/2016 2:30,6/29/2016,2:30:00,,12.49,,7.61,,0.05,,2.4,,10.2,,11.8,,118.9,,637
6/29/2016 2:45,6/29/2016,2:45:00,,12.46,,7.6,,0.05,,1.9,,10.18,,11.8,,118.9,,637
6/29/2016 3:00,6/29/2016,3:00:00,,12.42,,7.61,,0.05,,2.4,,10.21,,11.7,,118.9,,637
6/29/2016 3:15,6/29/2016,3:15:00,,12.36,,7.62,,0.05,,3.6,,10.24,,11.8,,119.2,,637
6/29/2016 3:30,6/29/2016,3:30:00,,12.29,,7.61,,0.05,,2.5,,10.24,,11.8,,119.2,,637
6/29/2016 3:45,6/29/2016,3:45:00,,12.24,,7.62,,0.05,,2.8,,10.26,,11.8,,119.1,,637
6/29/2016 4:00,6/29/2016,4:00:00,,12.19,,7.61,,0.05,,3,,10.27,,11.4,,119.2,,637
6/29/2016 4:15,6/29/2016,4:15:00,,12.18,,7.6,,0.05,,2.4,,10.27,,11.4,,119.1,,637
6/29/2016 4:30,6/29/2016,4:30:00,,12.19,,7.62,,0.05,,2.8,,10.26,,11.7,,118.8,,637
6/29/2016 4:45,6/29/2016,4:45:00,,12.19,,7.62,,0.05,,2.7,,10.26,,11.8,,118.8,,637
6/29/2016 5:00,6/29/2016,5:00:00,,12.18,,7.62,,0.05,,3.2,,10.3,,11.8,,118.7,,637
6/29/2016 5:15,6/29/2016,5:15:00,,12.18,,7.61,,0.05,,3.3,,10.3,,11.8,,118.7,,637
6/29/2016 5:30,6/29/2016,5:30:00,,12.17,,7.62,,0.05,,2.6,,10.27,,11.8,,118.6,,637
6/29/2016 5:45,6/29/2016,5:45:00,,12.15,,7.61,,0.05,,2.5,,10.26,,11.7,,119,,637
6/29/2016 6:00,6/29/2016,6:00:00,,12.14,,7.62,,0.05,,2.7,,10.27,,11.8,,118.7,,637
6/29/2016 6:15,6/29/2016,6:15:00,,12.13,,7.61,,0.05,,2.9,,10.28,,11.8,,118.6,,637
6/29/2016 6:30,6/29/2016,6:30:00,,12.11,,7.64,,0.05,,2.9,,10.34,,11.8,,119,,637
6/29/2016 6:45,6/29/2016,6:45:00,,12.09,,7.63,,0.05,,2.5,,10.31,,11.8,,118.5,,637
6/29/2016 7:00,6/29/2016,7:00:00,,12.07,,7.64,,0.05,,2.7,,10.31,,11.8,,118.9,,637
6/29/2016 7:15,6/29/2016,7:15:00,,12.03,,7.65,,0.05,,2.5,,10.29,,11.8,,118.9,,637
6/29/2016 7:30,6/29/2016,7:30:00,,11.98,,7.67,,0.05,,2.5,,10.32,,11.8,,118.9,,637
6/29/2016 7:45,6/29/2016,7:45:00,,11.94,,7.66,,0.05,,2.3,,10.31,,11.8,,118.6,,637
6/29/2016 8:00,6/29/2016,8:00:00,,11.91,,7.65,,0.05,,2.6,,10.4,,11.8,,118.5,,637
6/29/2016 8:15,6/29/2016,8:15:00,,11.9,,7.66,,0.05,,3,,10.37,,11.8,,118.5,,637
6/29/2016 8:30,6/29/2016,8:30:00,,11.87,,7.68,,0.05,,3.2,,10.41,,11.8,,118.8,,637
6/29/2016 8:45,6/29/2016,8:45:00,,11.85,,7.68,,0.05,,2.5,,10.38,,11.8,,118.4,,637
6/29/2016 9:00,6/29/2016,9:00:00,,11.84,,7.71,,0.05,,3,,10.4,,11.6,,118.7,,637
6/29/2016 9:15,6/29/2016,9:15:00,,11.83,,7.68,,0.05,,3.3,,10.42,,11.8,,118.7,,637
6/29/2016 9:30,6/29/2016,9:30:00,,11.82,,7.69,,0.05,,2.9,,10.43,,11.1,,118.7,,637
6/29/2016 9:45,6/29/2016,9:45:00,,11.77,,7.71,,0.05,,3.1,,10.42,,11.8,,118.7,,637
6/29/2016 10:00,6/29/2016,10:00:00,,11.71,,7.72,,0.05,,2.8,,10.45,,11.8,,118.6,,637
6/29/2016 10:15,6/29/2016,10:15:00,,11.65,,7.72,,0.05,,3.3,,10.47,,11.7,,118.7,,637
6/29/2016 10:30,6/29/2016,10:30:00,,11.61,,7.72,,0.05,,2.8,,10.49,,11.8,,118.3,,637
6/29/2016 10:45,6/29/2016,10:45:00,,11.6,,7.72,,0.05,,3.1,,10.44,,11.5,,118.9,,637
6/29/2016 11:00,6/29/2016,11:00:00,,11.65,,7.71,,0.05,,2.9,,10.45,,11.8,,118.4,,637
6/29/2016 11:15,6/29/2016,11:15:00,,11.68,,7.72,,0.05,,3,,10.47,,11.8,,118.8,,637
6/29/2016 11:30,6/29/2016,11:30:00,,11.76,,7.72,,0.05,,3.6,,10.49,,11.8,,118.7,,637
6/29/2016 11:45,6/29/2016,11:45:00,,11.89,,7.73,,0.05,,3.6,,10.36,,11.7,,118.5,,637
6/29/2016 12:00,6/29/2016,12:00:00,,11.99,,7.73,,0.05,,2.9,,10.39,,11.8,,118.8,,637
6/29/2016 12:15,6/29/2016,12:15:00,,12.05,,7.74,,0.05,,2.5,,10.32,,11.4,,118.8,,637
6/29/2016 12:30,6/29/2016,12:30:00,,12.13,,7.74,,0.05,,2.5,,10.33,,11.8,,118.4,,637
6/29/2016 12:45,6/29/2016,12:45:00,,12.23,,7.77,,0.05,,2.7,,10.31,,11.8,,118.4,,637
6/29/2016 13:00,6/29/2016,13:00:00,,12.34,,7.76,,0.05,,2.9,,10.31,,11.8,,118.8,,637
6/29/2016 13:15,6/29/2016,13:15:00,,12.4,,7.73,,0.05,,2.9,,10.26,,11.4,,118.8,,637
6/29/2016 13:30,6/29/2016,13:30:00,,12.48,,7.76,,0.05,,2.6,,10.27,,11.8,,118.8,,637
6/29/2016 13:45,6/29/2016,13:45:00,,12.59,,7.75,,0.05,,2.6,,10.27,,11.8,,118.9,,637
6/29/2016 14:00,6/29/2016,14:00:00,,12.68,,7.74,,0.05,,2.7,,10.22,,11.8,,118.6,,637
6/29/2016 14:15,6/29/2016,14:15:00,,12.75,,7.77,,0.05,,2.5,,10.18,,11.8,,119,,637
6/29/2016 14:30,6/29/2016,14:30:00,,12.82,,7.76,,0.05,,2.7,,10.19,,11.8,,119.2,,637
6/29/2016 14:45,6/29/2016,14:45:00,,12.9,,7.75,,0.05,,2.1,,10.19,,11.9,,119.2,,637
6/29/2016 15:00,6/29/2016,15:00:00,,12.93,,7.74,,0.05,,1.9,,10.14,,11.8,,118.8,,637
6/29/2016 15:15,6/29/2016,15:15:00,,12.97,,7.75,,0.05,,2.4,,10.18,,11.8,,119.1,,637
6/29/2016 15:30,6/29/2016,15:30:00,,13.03,,7.75,,0.05,,2,,10.16,,11.8,,118.9,,637
6/29/2016 15:45,6/29/2016,15:45:00,,13.08,,7.77,,0.05,,2.3,,10.14,,11.8,,118.9,,637
6/29/2016 16:00,6/29/2016,16:00:00,,13.07,,7.73,,0.05,,2,,10.14,,11.8,,119.2,,637
6/29/2016 16:15,6/29/2016,16:15:00,,13.06,,7.76,,0.05,,1.8,,10.13,,11.8,,119,,637
6/29/2016 16:30,6/29/2016,16:30:00,,13.09,,7.75,,0.05,,1.9,,10.09,,11.7,,118.9,,637
6/29/2016 16:45,6/29/2016,16:45:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
6/29/2016 17:00,6/29/2016,17:00:00,,13.09,,7.74,,0.05,,1.8,,10.05,,11.8,,119.3,,637
6/29/2016 17:15,6/29/2016,17:15:00,,13.11,,7.76,,0.05,,2.4,,10.11,,11.6,,119,,637
6/29/2016 17:30,6/29/2016,17:30:00,,13.11,,7.76,,0.05,,1.9,,10.05,,11.8,,119.4,,637
6/29/2016 17:45,6/29/2016,17:45:00,,13.13,,7.75,,0.05,,2.8,,10.12,,11.8,,119,,637
6/29/2016 18:00,6/29/2016,18:00:00,,13.12,,7.76,,0.05,,2.2,,10.06,,11.8,,119.1,,637
6/29/2016 18:15,6/29/2016,18:15:00,,13.1,,7.75,,0.05,,2.2,,10.06,,11.8,,118.9,,637
6/29/2016 18:30,6/29/2016,18:30:00,,13.09,,7.74,,0.05,,2.5,,10.08,,11.8,,119.2,,637
6/29/2016 18:45,6/29/2016,18:45:00,,13.08,,7.74,,0.05,,2.1,,10.12,,11.3,,119.2,,637
6/29/2016 19:00,6/29/2016,19:00:00,,13.09,,7.74,,0.05,,2.1,,10.07,,11.7,,119.2,,637
6/29/2016 19:15,6/29/2016,19:15:00,,13.07,,7.74,,0.05,,2.2,,10.12,,11.8,,118.9,,637
6/29/2016 19:30,6/29/2016,19:30:00,,13.05,,7.73,,0.05,,2.3,,10.07,,11.8,,118.8,,637
6/29/2016 19:45,6/29/2016,19:45:00,,13.05,,7.73,,0.05,,1.7,,10.09,,11.1,,118.9,,637
6/29/2016 20:00,6/29/2016,20:00:00,,13.04,,7.76,,0.05,,1.9,,10.09,,11.4,,119.2,,637
6/29/2016 20:15,6/29/2016,20:15:00,,13.03,,7.74,,0.05,,2.2,,10.14,,11.8,,118.8,,637
6/29/2016 20:30,6/29/2016,20:30:00,,13,,7.75,,0.05,,2.1,,10.11,,11.8,,119.1,,637
6/29/2016 20:45,6/29/2016,20:45:00,,12.96,,7.75,,0.05,,2.2,,10.07,,11.8,,118.7,,637
6/29/2016 21:00,6/29/2016,21:00:00,,12.9,,7.73,,0.05,,2,,10.1,,11.8,,118.7,,637
6/29/2016 21:15,6/29/2016,21:15:00,,12.86,,7.74,,0.05,,2.8,,10.12,,11.8,,118.7,,637
6/29/2016 21:30,6/29/2016,21:30:00,,12.83,,7.72,,0.05,,2.1,,10.11,,11.4,,119.1,,637
6/29/2016 21:45,6/29/2016,21:45:00,,12.81,,7.72,,0.05,,2.3,,10.14,,11.4,,119.2,,637
6/29/2016 22:00,6/29/2016,22:00:00,,12.81,,7.71,,0.05,,2.3,,10.13,,11.4,,119.1,,637
6/29/2016 22:15,6/29/2016,22:15:00,,12.79,,7.69,,0.05,,2,,10.1,,11.5,,118.7,,637
6/29/2016 22:30,6/29/2016,22:30:00,,12.78,,7.7,,0.05,,999999,#,10.19,,11.3,,119.1,,637
6/29/2016 22:45,6/29/2016,22:45:00,,12.76,,7.7,,0.05,,2,,10.21,,11.7,,119.1,,637
6/29/2016 23:00,6/29/2016,23:00:00,,12.74,,7.68,,0.05,,2.3,,10.14,,11.4,,119.1,,637
6/29/2016 23:15,6/29/2016,23:15:00,,12.74,,7.66,,0.05,,1.9,,10.08,,11.2,,118.7,,637
6/29/2016 23:30,6/29/2016,23:30:00,,12.72,,7.68,,0.05,,2,,10.11,,11.2,,119.1,,637
6/29/2016 23:45,6/29/2016,23:45:00,,12.72,,7.69,,0.05,,2.1,,10.07,,11.8,,118.9,,637
6/30/2016 0:00,6/30/2016,0:00:00,,12.71,,7.66,,0.05,,2.2,,10.1,,11.8,,118.7,,637
6/30/2016 0:15,6/30/2016,0:15:00,,12.71,,7.67,,0.05,,1.9,,10.06,,11.5,,118.7,,637
6/30/2016 0:30,6/30/2016,0:30:00,,12.71,,7.68,,0.05,,999999,#,10.2,,11.4,,118.8,,637
6/30/2016 0:45,6/30/2016,0:45:00,,12.7,,7.66,,0.05,,2.3,,10.12,,11.7,,118.7,,637
6/30/2016 1:00,6/30/2016,1:00:00,,12.69,,7.67,,0.05,,1.7,,10.13,,11.6,,118.8,,637
6/30/2016 1:15,6/30/2016,1:15:00,,12.67,,7.67,,0.05,,1.7,,10.08,,11.7,,118.8,,637
6/30/2016 1:30,6/30/2016,1:30:00,,12.64,,7.67,,0.05,,2.5,,10.1,,11.7,,118.7,,637
6/30/2016 1:45,6/30/2016,1:45:00,,12.62,,7.68,,0.05,,1.7,,10.11,,11.7,,119,,637
6/30/2016 2:00,6/30/2016,2:00:00,,12.59,,7.66,,0.05,,2,,10.11,,11.2,,119.1,,637
6/30/2016 2:15,6/30/2016,2:15:00,,12.58,,7.65,,0.05,,1.8,,10.14,,11.2,,119,,637
6/30/2016 2:30,6/30/2016,2:30:00,,12.56,,7.66,,0.05,,2.1,,10.1,,11.2,,118.7,,637
6/30/2016 2:45,6/30/2016,2:45:00,,12.53,,7.64,,0.05,,2.2,,10.15,,11.4,,119,,637
6/30/2016 3:00,6/30/2016,3:00:00,,12.5,,7.65,,0.05,,1.7,,10.12,,11.1,,118.6,,637
6/30/2016 3:15,6/30/2016,3:15:00,,12.46,,7.65,,0.05,,2.2,,10.12,,11,,118.6,,637
6/30/2016 3:30,6/30/2016,3:30:00,,12.41,,7.64,,0.05,,2.3,,10.15,,11.3,,118.5,,637
6/30/2016 3:45,6/30/2016,3:45:00,,12.35,,7.65,,0.05,,2,,10.19,,11.4,,119,,637
6/30/2016 4:00,6/30/2016,4:00:00,,12.28,,7.65,,0.05,,1.9,,10.16,,11.4,,118.9,,637
6/30/2016 4:15,6/30/2016,4:15:00,,12.21,,7.64,,0.05,,2.2,,10.19,,11.4,,118.7,,637
6/30/2016 4:30,6/30/2016,4:30:00,,12.12,,7.66,,0.05,,2.3,,10.22,,11.3,,118.6,,637
6/30/2016 4:45,6/30/2016,4:45:00,,12.02,,7.64,,0.05,,2.3,,10.2,,11.4,,118.6,,637
6/30/2016 5:00,6/30/2016,5:00:00,,,,,,,,,,,,,,,,
6/30/2016 5:15,6/30/2016,5:15:00,,11.82,,7.65,,0.05,,2.1,,10.27,,11.4,,118.9,,637
6/30/2016 5:30,6/30/2016,5:30:00,,11.75,,7.64,,0.05,,2.8,,10.27,,11.5,,118.5,,637
6/30/2016 5:45,6/30/2016,5:45:00,,11.7,,7.65,,0.05,,2,,10.36,,11.3,,118.8,,637
6/30/2016 6:00,6/30/2016,6:00:00,,11.66,,7.65,,0.05,,2.5,,10.3,,11.1,,118.8,,637
6/30/2016 6:15,6/30/2016,6:15:00,,11.63,,7.66,,0.05,,2.3,,10.31,,11.2,,118.9,,637
6/30/2016 6:30,6/30/2016,6:30:00,,11.58,,7.65,,0.05,,2.3,,10.36,,11.2,,118.5,,637
6/30/2016 6:45,6/30/2016,6:45:00,,11.48,,7.69,,0.05,,2.6,,10.36,,11.1,,118.5,,637
6/30/2016 7:00,6/30/2016,7:00:00,,11.42,,7.66,,0.05,,2.4,,10.38,,11.2,,118.5,,637
6/30/2016 7:15,6/30/2016,7:15:00,,11.4,,7.66,,0.05,,2.7,,10.4,,10.8,,118.9,,637
6/30/2016 7:30,6/30/2016,7:30:00,,11.41,,7.67,,0.05,,2.6,,10.39,,11.8,,118.5,,637
6/30/2016 7:45,6/30/2016,7:45:00,,11.39,,7.68,,0.05,,2.7,,10.38,,11.1,,118.9,,637
6/30/2016 8:00,6/30/2016,8:00:00,,11.32,,7.71,,0.05,,2.4,,10.42,,11,,118.5,,637
6/30/2016 8:15,6/30/2016,8:15:00,,11.28,,7.67,,0.05,,17.9,,10.5,,11.1,,118.9,,637
6/30/2016 8:30,6/30/2016,8:30:00,,11.28,,7.69,,0.05,,2.6,,10.49,,10.8,,118.6,,637
6/30/2016 8:45,6/30/2016,8:45:00,,11.3,,7.69,,0.05,,2.6,,10.44,,11.2,,118.9,,637
6/30/2016 9:00,6/30/2016,9:00:00,,11.33,,7.7,,0.05,,2.4,,10.46,,10.6,,118.9,,637
6/30/2016 9:15,6/30/2016,9:15:00,,999999,#,NaN,,NaN,,NaN,,NaN,,0,,NaN,,NaN
6/30/2016 9:30,6/30/2016,9:30:00,,11.29,,7.71,,0.05,,2.2,,10.49,,11.5,,119,,637
6/30/2016 9:45,6/30/2016,9:45:00,,11.39,,7.75,,0.05,,2.8,,10.46,,11.2,,118.5,,637
6/30/2016 10:00,6/30/2016,10:00:00,,11.54,,7.73,,0.05,,2.4,,10.44,,11,,118.8,,637
6/30/2016 10:15,6/30/2016,10:15:00,,11.68,,7.74,,0.05,,2.7,,10.43,,11.2,,118.7,,637
6/30/2016 10:30,6/30/2016,10:30:00,,11.81,,7.76,,0.05,,2.2,,10.38,,11.8,,118.8,,637
6/30/2016 10:45,6/30/2016,10:45:00,,11.92,,7.75,,0.05,,999999,#,10.5,,11.4,,118.5,,637
6/30/2016 11:00,6/30/2016,11:00:00,,12.03,,7.76,,0.05,,2.2,,10.34,,11.4,,118.4,,637
6/30/2016 11:15,6/30/2016,11:15:00,,12.16,,7.77,,0.05,,2.3,,10.27,,11.4,,118.6,,637
6/30/2016 11:30,6/30/2016,11:30:00,,12.29,,7.77,,0.05,,2.7,,10.28,,11.1,,118.7,,637
6/30/2016 11:45,6/30/2016,11:45:00,,,,,,,,,,,,,,,,
6/30/2016 12:00,6/30/2016,12:00:00,,12.48,,7.76,,0.05,,2,,10.2,,10.6,,118.4,,637
6/30/2016 12:15,6/30/2016,12:15:00,,12.55,,7.76,,0.05,,2,,10.23,,11.5,,118.9,,637
6/30/2016 12:30,6/30/2016,12:30:00,,12.62,,7.77,,0.05,,2,,10.2,,11.4,,119,,637
6/30/2016 12:45,6/30/2016,12:45:00,,12.65,,7.77,,0.05,,1.8,,10.2,,11.6,,118.6,,637
6/30/2016 13:00,6/30/2016,13:00:00,,12.66,,7.77,,0.05,,2.2,,10.13,,11.1,,118.6,,637
6/30/2016 13:15,6/30/2016,13:15:00,,12.71,,7.76,,0.05,,2.2,,10.13,,11.3,,118.8,,637
6/30/2016 13:30,6/30/2016,13:30:00,,12.73,,7.77,,0.05,,1.8,,10.12,,11.7,,119,,637
6/30/2016 13:45,6/30/2016,13:45:00,,12.68,,7.76,,0.05,,999999,#,10.25,,11.8,,119.1,,637
6/30/2016 14:00,6/30/2016,14:00:00,,12.66,,7.76,,0.05,,2.1,,10.15,,11.5,,118.9,,637
6/30/2016 14:15,6/30/2016,14:15:00,,12.63,,7.75,,0.05,,2.2,,10.15,,11.6,,118.5,,637
6/30/2016 14:30,6/30/2016,14:30:00,,12.61,,7.73,,0.05,,2,,10.11,,11.5,,118.4,,637
6/30/2016 14:45,6/30/2016,14:45:00,,12.6,,7.73,,0.05,,2.5,,10.14,,11.4,,118.4,,637
6/30/2016 15:00,6/30/2016,15:00:00,,,,,,,,,,,,,,,,
6/30/2016 15:15,6/30/2016,15:15:00,,,,,,,,,,,,,,,,
6/30/2016 15:30,6/30/2016,15:30:00,,,,,,,,,,,,,,,,
6/30/2016 15:45,6/30/2016,15:45:00,,,,,,,,,,,,,,,,
6/30/2016 16:00,6/30/2016,16:00:00,,,,,,,,,,,,,,,,
6/30/2016 16:15,6/30/2016,16:15:00,,,,,,,,,,,,,,,,
6/30/2016 16:30,6/30/2016,16:30:00,,,,,,,,,,,,,,,,
6/30/2016 16:45,6/30/2016,16:45:00,,,,,,,,,,,,,,,,
6/30/2016 17:00,6/30/2016,17:00:00,,12.75,,7.77,,0.05,,2,,10.12,,11.3,,118.5,,637
6/30/2016 17:15,6/30/2016,17:15:00,,12.73,,7.78,,0.05,,2.4,,10.19,,10.7,,118.9,,637
6/30/2016 17:30,6/30/2016,17:30:00,,12.72,,7.77,,0.05,,1.5,,10.15,,11.2,,118.7,,637
6/30/2016 17:45,6/30/2016,17:45:00,,12.71,,7.78,,0.05,,2.5,,10.12,,10.8,,118.7,,637
6/30/2016 18:00,6/30/2016,18:00:00,,12.66,,7.76,,0.05,,2.3,,10.15,,11.4,,118.9,,637
6/30/2016 18:15,6/30/2016,18:15:00,,12.6,,7.76,,0.05,,2.3,,10.17,,11,,118.6,,637
6/30/2016 18:30,6/30/2016,18:30:00,,12.51,,7.76,,0.05,,2.3,,10.12,,11.2,,118.9,,637
6/30/2016 18:45,6/30/2016,18:45:00,,12.4,,7.76,,0.05,,2.2,,10.19,,11.7,,118.6,,637
6/30/2016 19:00,6/30/2016,19:00:00,,12.26,,7.75,,0.05,,2.2,,10.27,,11.2,,118.9,,637
6/30/2016 19:15,6/30/2016,19:15:00,,12.12,,7.75,,0.05,,2.3,,10.25,,11.8,,118.6,,637
6/30/2016 19:30,6/30/2016,19:30:00,,11.99,,7.74,,0.05,,2.2,,10.31,,11.1,,119,,637
6/30/2016 19:45,6/30/2016,19:45:00,,11.87,,7.75,,0.05,,2.4,,10.38,,11.3,,118.6,,637
6/30/2016 20:00,6/30/2016,20:00:00,,11.74,,7.74,,0.05,,2.5,,10.33,,11.4,,118.9,,637
6/30/2016 20:15,6/30/2016,20:15:00,,11.57,,7.73,,0.05,,2.2,,10.41,,10.8,,119,,637
6/30/2016 20:30,6/30/2016,20:30:00,,11.34,,7.74,,0.05,,2.5,,10.41,,11.8,,118.7,,637
6/30/2016 20:45,6/30/2016,20:45:00,,11.09,,7.73,,0.05,,3.1,,10.43,,10.8,,118.6,,637
6/30/2016 21:00,6/30/2016,21:00:00,,10.82,,7.72,,0.05,,2.5,,10.56,,11.8,,119.2,,637
6/30/2016 21:15,6/30/2016,21:15:00,,,,,,,,,,,,,,,,
6/30/2016 21:30,6/30/2016,21:30:00,,,,,,,,,,,,,,,,
6/30/2016 21:45,6/30/2016,21:45:00,,,,,,,,,,,,,,,,
6/30/2016 22:00,6/30/2016,22:00:00,,,,,,,,,,,,,,,,
6/30/2016 22:15,6/30/2016,22:15:00,,,,,,,,,,,,,,,,
6/30/2016 22:30,6/30/2016,22:30:00,,,,,,,,,,,,,,,,
6/30/2016 22:45,6/30/2016,22:45:00,,,,,,,,,,,,,,,,
6/30/2016 23:00,6/30/2016,23:00:00,,,,,,,,,,,,,,,,
6/30/2016 23:15,6/30/2016,23:15:00,,,,,,,,,,,,,,,,
6/30/2016 23:30,6/30/2016,23:30:00,,,,,,,,,,,,,,,,
6/30/2016 23:45,6/30/2016,23:45:00,,,,,,,,,,,,,,,,
7/1/2016 0:00,6/30/2016,0:00:00,,,,,,,,,,,,,,,,
7/1/2016 0:15,6/30/2016,0:15:00,,,,,,,,,,,,,,,,
7/1/2016 0:30,6/30/2016,0:30:00,,,,,,,,,,,,,,,,
7/1/2016 0:45,6/30/2016,0:45:00,,,,,,,,,,,,,,,,
7/1/2016 1:00,6/30/2016,1:00:00,,,,,,,,,,,,,,,,
7/1/2016 1:15,6/30/2016,1:15:00,,,,,,,,,,,,,,,,
7/1/2016 1:30,6/30/2016,1:30:00,,,,,,,,,,,,,,,,
7/1/2016 1:45,6/30/2016,1:45:00,,,,,,,,,,,,,,,,
7/1/2016 2:00,6/30/2016,2:00:00,,,,,,,,,,,,,,,,
7/1/2016 2:15,6/30/2016,2:15:00,,,,,,,,,,,,,,,,
7/1/2016 2:30,6/30/2016,2:30:00,,,,,,,,,,,,,,,,
7/1/2016 2:45,6/30/2016,2:45:00,,,,,,,,,,,,,,,,
7/1/2016 3:00,6/30/2016,3:00:00,,,,,,,,,,,,,,,,
7/1/2016 3:15,6/30/2016,3:15:00,,,,,,,,,,,,,,,,
7/1/2016 3:30,6/30/2016,3:30:00,,,,,,,,,,,,,,,,
7/1/2016 3:45,6/30/2016,3:45:00,,,,,,,,,,,,,,,,
7/1/2016 4:00,6/30/2016,4:00:00,,,,,,,,,,,,,,,,
7/1/2016 4:15,6/30/2016,4:15:00,,,,,,,,,,,,,,,,
7/1/2016 4:30,6/30/2016,4:30:00,,,,,,,,,,,,,,,,
7/1/2016 4:45,6/30/2016,4:45:00,,,,,,,,,,,,,,,,
7/1/2016 5:00,6/30/2016,5:00:00,,,,,,,,,,,,,,,,
7/1/2016 5:15,6/30/2016,5:15:00,,,,,,,,,,,,,,,,
7/1/2016 5:30,6/30/2016,5:30:00,,,,,,,,,,,,,,,,
7/1/2016 5:45,6/30/2016,5:45:00,,,,,,,,,,,,,,,,
7/1/2016 6:00,6/30/2016,6:00:00,,,,,,,,,,,,,,,,
7/1/2016 6:15,6/30/2016,6:15:00,,,,,,,,,,,,,,,,
7/1/2016 6:30,6/30/2016,6:30:00,,,,,,,,,,,,,,,,
7/1/2016 6:45,6/30/2016,6:45:00,,,,,,,,,,,,,,,,
7/1/2016 7:00,6/30/2016,7:00:00,,,,,,,,,,,,,,,,
7/1/2016 7:15,6/30/2016,7:15:00,,,,,,,,,,,,,,,,
7/1/2016 7:30,6/30/2016,7:30:00,,,,,,,,,,,,,,,,
7/1/2016 7:45,6/30/2016,7:45:00,,,,,,,,,,,,,,,,
7/1/2016 8:00,6/30/2016,8:00:00,,,,,,,,,,,,,,,,
7/1/2016 8:15,6/30/2016,8:15:00,,,,,,,,,,,,,,,,
7/1/2016 8:30,6/30/2016,8:30:00,,,,,,,,,,,,,,,,
7/1/2016 8:45,6/30/2016,8:45:00,,,,,,,,,,,,,,,,
7/1/2016 9:00,6/30/2016,9:00:00,,,,,,,,,,,,,,,,
7/1/2016 9:15,6/30/2016,9:15:00,,,,,,,,,,,,,,,,
7/1/2016 9:30,6/30/2016,9:30:00,,,,,,,,,,,,,,,,
7/1/2016 9:45,6/30/2016,9:45:00,,,,,,,,,,,,,,,,
7/1/2016 10:00,6/30/2016,10:00:00,,,,,,,,,,,,,,,,
7/1/2016 10:15,6/30/2016,10:15:00,,,,,,,,,,,,,,,,
7/1/2016 10:30,6/30/2016,10:30:00,,,,,,,,,,,,,,,,
7/1/2016 10:45,6/30/2016,10:45:00,,,,,,,,,,,,,,,,
7/1/2016 11:00,6/30/2016,11:00:00,,,,,,,,,,,,,,,,
7/1/2016 11:15,6/30/2016,11:15:00,,,,,,,,,,,,,,,,
7/1/2016 11:30,6/30/2016,11:30:00,,,,,,,,,,,,,,,,
7/1/2016 11:45,6/30/2016,11:45:00,,,,,,,,,,,,,,,,
7/1/2016 12:00,6/30/2016,12:00:00,,,,,,,,,,,,,,,,
7/1/2016 12:15,6/30/2016,12:15:00,,,,,,,,,,,,,,,,
7/1/2016 12:30,6/30/2016,12:30:00,,,,,,,,,,,,,,,,
7/1/2016 12:45,6/30/2016,12:45:00,,,,,,,,,,,,,,,,
7/1/2016 13:00,6/30/2016,13:00:00,,,,,,,,,,,,,,,,
7/1/2016 13:15,6/30/2016,13:15:00,,,,,,,,,,,,,,,,
7/1/2016 13:30,6/30/2016,13:30:00,,,,,,,,,,,,,,,,
7/1/2016 13:45,6/30/2016,13:45:00,,,,,,,,,,,,,,,,
7/1/2016 14:00,6/30/2016,14:00:00,,,,,,,,,,,,,,,,
7/1/2016 14:15,6/30/2016,14:15:00,,,,,,,,,,,,,,,,
7/1/2016 14:30,6/30/2016,14:30:00,,,,,,,,,,,,,,,,
7/1/2016 14:45,6/30/2016,14:45:00,,,,,,,,,,,,,,,,
7/1/2016 15:00,6/30/2016,15:00:00,,,,,,,,,,,,,,,,
7/1/2016 15:15,6/30/2016,15:15:00,,,,,,,,,,,,,,,,
